Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2645        -328.4655    -330.7651       2.2996   335.7
0.2650        -328.4546    -330.7643       2.3097   337.1
0.2655        -328.4513    -330.7405       2.2892   334.2
0.2660        -328.4688    -330.6889       2.2201   324.1
0.2665        -328.4092    -330.6145       2.2052   321.9
0.2670        -328.3999    -330.5331       2.1332   311.4
0.2675        -328.3935    -330.4750       2.0815   303.8
0.2680        -328.3921    -330.4572       2.0651   301.4
0.2685        -328.4518    -330.4760       2.0243   295.5
0.2690        -328.4208    -330.5154       2.0946   305.7
0.2695        -328.3977    -330.5497       2.1520   314.1
0.2700        -328.4192    -330.5703       2.1511   314.0
0.2705        -328.4610    -330.5717       2.1106   308.1
0.2710        -328.4260    -330.5615       2.1354   311.7
0.2715        -328.3917    -330.5511       2.1594   315.2
0.2720        -328.3571    -330.5445       2.1874   319.3
0.2725        -328.3285    -330.5363       2.2078   322.3
0.2730        -328.3763    -330.5085       2.1322   311.2
0.2735        -328.4273    -330.4722       2.0449   298.5
0.2740        -328.3744    -330.4430       2.0686   302.0
0.2745        -328.3244    -330.4323       2.1078   307.7
0.2750        -328.3671    -330.4444       2.0772   303.2
0.2755        -328.3399    -330.4768       2.1369   311.9
0.2760        -328.3268    -330.5194       2.1926   320.1
0.2765        -328.3743    -330.5576       2.1833   318.7
0.2770        -328.3457    -330.5681       2.2224   324.4
0.2775        -328.3780    -330.5461       2.1681   316.5
0.2780        -328.2950    -330.5045       2.2095   322.5
0.2785        -328.3059    -330.4475       2.1416   312.6
0.2790        -328.3389    -330.4001       2.0612   300.9
0.2795        -328.4153    -330.3804       1.9652   286.9
0.2800        -328.4326    -330.3875       1.9549   285.4
0.2805        -328.3959    -330.4133       2.0174   294.5
0.2810        -328.4212    -330.4489       2.0277   296.0
0.2815        -328.4193    -330.4705       2.0512   299.4
0.2820        -328.4643    -330.4813       2.0170   294.4
0.2825        -328.4858    -330.4928       2.0070   293.0
0.2830        -328.4445    -330.5083       2.0637   301.2
0.2835        -328.4243    -330.5150       2.0907   305.2
0.2840        -328.4541    -330.5097       2.0556   300.1
0.2845        -328.4523    -330.4945       2.0422   298.1
0.2850        -328.4899    -330.4711       1.9811   289.2
0.2855        -328.4362    -330.4577       2.0215   295.1
0.2860        -328.4476    -330.4692       2.0215   295.1
0.2865        -328.4816    -330.5067       2.0251   295.6
0.2870        -328.5186    -330.5530       2.0344   297.0
0.2875        -328.5781    -330.6156       2.0375   297.4
0.2880        -328.5729    -330.6774       2.1044   307.2
0.2885        -328.5616    -330.7196       2.1580   315.0
0.2890        -328.5713    -330.7297       2.1584   315.1
0.2895        -328.6440    -330.7060       2.0620   301.0
0.2900        -328.6293    -330.6470       2.0178   294.5
0.2905        -328.6337    -330.5771       1.9434   283.7
0.2910        -328.6502    -330.5259       1.8758   273.8
0.2915        -328.6324    -330.4972       1.8648   272.2
0.2920        -328.5708    -330.4866       1.9159   279.7
0.2925        -328.5385    -330.4884       1.9499   284.6
0.2930        -328.5523    -330.5028       1.9505   284.7
0.2935        -328.5126    -330.5229       2.0103   293.4
0.2940        -328.4511    -330.5368       2.0856   304.4
0.2945        -328.4219    -330.5343       2.1124   308.3
0.2950        -328.3730    -330.5219       2.1489   313.7
0.2955        -328.3173    -330.4969       2.1796   318.2
0.2960        -328.3450    -330.4653       2.1203   309.5
0.2965        -328.3107    -330.4470       2.1362   311.8
0.2970        -328.3281    -330.4534       2.1252   310.2
0.2975        -328.3589    -330.4969       2.1380   312.1
0.2980        -328.3426    -330.5734       2.2308   325.6
0.2985        -328.2779    -330.6671       2.3892   348.7
0.2990        -328.2589    -330.7503       2.4914   363.7
0.2995        -328.2315    -330.7996       2.5681   374.9
0.3000        -328.2012    -330.8011       2.5999   379.5
0.3005        -328.2166    -330.7474       2.5307   369.4
0.3010        -328.1987    -330.6635       2.4648   359.8
0.3015        -328.2174    -330.5721       2.3547   343.7
0.3020        -328.2222    -330.5033       2.2811   333.0
0.3025        -328.2150    -330.4666       2.2516   328.7
0.3030        -328.1908    -330.4649       2.2741   332.0
0.3035        -328.2271    -330.4790       2.2519   328.7
0.3040        -328.2131    -330.4993       2.2863   333.7
0.3045        -328.2132    -330.5063       2.2931   334.7
0.3050        -328.2471    -330.4831       2.2360   326.4
0.3055        -328.2391    -330.4396       2.2005   321.2
0.3060        -328.2140    -330.3893       2.1753   317.5
0.3065        -328.1636    -330.3370       2.1733   317.2
0.3070        -328.1203    -330.2866       2.1663   316.2
0.3075        -328.1575    -330.2513       2.0939   305.6
0.3080        -328.1441    -330.2471       2.1031   307.0
0.3085        -328.1610    -330.2737       2.1126   308.4
0.3090        -328.2204    -330.3338       2.1134   308.5
0.3095        -328.2411    -330.4120       2.1709   316.9
0.3100        -328.2466    -330.4955       2.2488   328.3
0.3105        -328.2083    -330.5545       2.3462   342.5
0.3110        -328.2206    -330.5743       2.3538   343.6
0.3115        -328.2397    -330.5467       2.3070   336.8
0.3120        -328.2866    -330.4879       2.2013   321.3
0.3125        -328.2511    -330.4325       2.1814   318.4
0.3130        -328.2936    -330.4015       2.1078   307.7
0.3135        -328.2784    -330.4068       2.1284   310.7
0.3140        -328.3359    -330.4427       2.1068   307.5
0.3145        -328.3841    -330.4941       2.1100   308.0
0.3150        -328.3860    -330.5382       2.1522   314.2
0.3155        -328.3491    -330.5610       2.2119   322.9
0.3160        -328.3750    -330.5653       2.1904   319.7
0.3165        -328.3445    -330.5457       2.2012   321.3
0.3170        -328.3469    -330.4987       2.1518   314.1
0.3175        -328.3382    -330.4275       2.0893   305.0
0.3180        -328.3250    -330.3442       2.0192   294.7
0.3185        -328.3624    -330.2672       1.9048   278.0
0.3190        -328.3234    -330.2201       1.8968   276.9
0.3195        -328.3478    -330.2177       1.8699   272.9
0.3200        -328.3468    -330.2722       1.9254   281.0
0.3205        -328.2911    -330.3792       2.0882   304.8
0.3210        -328.3357    -330.5155       2.1798   318.2
0.3215        -328.3512    -330.6365       2.2853   333.6
0.3220        -328.3005    -330.7253       2.4248   353.9
0.3225        -328.2695    -330.7618       2.4922   363.8
0.3230        -328.3088    -330.7417       2.4329   355.1
0.3235        -328.2777    -330.6858       2.4081   351.5
0.3240        -328.2558    -330.6260       2.3702   346.0
0.3245        -328.2446    -330.5854       2.3408   341.7
0.3250        -328.2455    -330.5676       2.3220   338.9
0.3255        -328.2607    -330.5905       2.3298   340.1
0.3260        -328.2459    -330.6321       2.3863   348.3
0.3265        -328.2181    -330.6639       2.4459   357.0
0.3270        -328.1784    -330.6643       2.4859   362.9
0.3275        -328.2015    -330.6260       2.4246   353.9
0.3280        -328.1729    -330.5471       2.3742   346.6
0.3285        -328.2465    -330.4320       2.1855   319.0
0.3290        -328.2270    -330.3034       2.0764   303.1
0.3295        -328.2136    -330.1954       1.9818   289.3
0.3300        -328.2375    -330.1292       1.8917   276.1
0.3305        -328.2534    -330.1202       1.8668   272.5
0.3310        -328.2116    -330.1755       1.9639   286.7
0.3315        -328.2589    -330.2792       2.0204   294.9
0.3320        -328.2778    -330.4038       2.1259   310.3
0.3325        -328.2634    -330.5124       2.2490   328.3
0.3330        -328.3163    -330.5733       2.2570   329.5
0.3335        -328.3051    -330.5647       2.2596   329.8
0.3340        -328.2654    -330.4971       2.2316   325.8
0.3345        -328.2838    -330.4069       2.1231   309.9
0.3350        -328.2466    -330.3385       2.0920   305.4
0.3355        -328.2288    -330.3153       2.0865   304.6
0.3360        -328.2150    -330.3335       2.1185   309.2
0.3365        -328.1574    -330.3730       2.2156   323.4
0.3370        -328.1171    -330.4010       2.2840   333.4
0.3375        -328.1450    -330.3971       2.2521   328.7
0.3380        -328.1235    -330.3545       2.2311   325.7
0.3385        -328.0877    -330.2837       2.1960   320.5
0.3390        -328.0658    -330.2038       2.1379   312.1
0.3395        -328.0511    -330.1358       2.0847   304.3
0.3400        -328.0696    -330.0873       2.0177   294.5
0.3405        -328.0671    -330.0620       1.9949   291.2
0.3410        -328.0528    -330.0666       2.0138   294.0
0.3415        -328.0907    -330.1022       2.0114   293.6
0.3420        -328.0569    -330.1625       2.1056   307.4
0.3425        -328.0372    -330.2384       2.2013   321.3
0.3430        -328.0633    -330.3060       2.2428   327.4
0.3435        -328.0022    -330.3470       2.3448   342.3
0.3440        -328.0168    -330.3481       2.3313   340.3
0.3445        -328.0434    -330.3153       2.2720   331.6
0.3450        -328.0750    -330.2699       2.1949   320.4
0.3455        -328.0687    -330.2493       2.1807   318.3
0.3460        -328.0213    -330.2548       2.2336   326.0
0.3465        -327.9995    -330.2766       2.2771   332.4
0.3470        -328.0287    -330.3052       2.2765   332.3
0.3475        -328.1097    -330.3237       2.2140   323.2
0.3480        -328.1480    -330.3185       2.1705   316.8
0.3485        -328.0975    -330.2925       2.1950   320.4
0.3490        -328.0443    -330.2552       2.2109   322.7
0.3495        -328.0563    -330.2199       2.1636   315.8
0.3500        -328.0739    -330.1944       2.1205   309.5
0.3505        -328.0872    -330.1780       2.0909   305.2
0.3510        -328.0894    -330.1735       2.0840   304.2
0.3515        -328.0654    -330.1879       2.1226   309.8
0.3520        -328.0399    -330.2224       2.1825   318.6
0.3525        -327.9925    -330.2728       2.2803   332.9
0.3530        -327.9765    -330.3213       2.3447   342.3
0.3535        -328.0133    -330.3726       2.3593   344.4
0.3540        -327.9751    -330.4173       2.4423   356.5
0.3545        -327.9758    -330.4566       2.4808   362.1
0.3550        -328.0186    -330.4718       2.4532   358.1
0.3555        -328.0117    -330.4667       2.4550   358.4
0.3560        -327.9812    -330.4512       2.4700   360.5
0.3565        -327.9153    -330.4383       2.5230   368.3
0.3570        -327.9791    -330.4336       2.4544   358.3
0.3575        -327.9543    -330.4393       2.4850   362.7
0.3580        -327.8716    -330.4450       2.5734   375.6
0.3585        -327.9470    -330.4539       2.5068   365.9
0.3590        -327.9914    -330.4473       2.4560   358.5
0.3595        -327.9856    -330.4277       2.4421   356.5
0.3600        -328.0050    -330.3900       2.3850   348.1
0.3605        -328.0174    -330.3501       2.3327   340.5
0.3610        -327.9511    -330.3166       2.3655   345.3
0.3615        -327.9753    -330.2867       2.3114   337.4
0.3620        -327.9436    -330.2630       2.3193   338.5
0.3625        -327.8975    -330.2468       2.3493   342.9
0.3630        -327.9207    -330.2400       2.3194   338.6
0.3635        -327.9259    -330.2470       2.3211   338.8
0.3640        -327.9201    -330.2586       2.3385   341.3
0.3645        -327.9190    -330.2703       2.3514   343.2
0.3650        -327.9460    -330.2790       2.3330   340.5
0.3655        -327.9549    -330.2702       2.3153   338.0
0.3660        -327.9339    -330.2418       2.3080   336.9
0.3665        -327.9175    -330.1991       2.2816   333.0
0.3670        -327.9283    -330.1716       2.2433   327.5
0.3675        -327.9546    -330.1667       2.2122   322.9
0.3680        -327.9615    -330.2000       2.2384   326.7
0.3685        -327.9508    -330.2571       2.3063   336.6
0.3690        -328.0059    -330.3240       2.3181   338.4
0.3695        -328.1029    -330.3844       2.2815   333.0
0.3700        -328.0617    -330.4229       2.3612   344.7
0.3705        -328.0512    -330.4356       2.3844   348.0
0.3710        -328.0720    -330.4233       2.3513   343.2
0.3715        -327.9851    -330.3926       2.4075   351.4
0.3720        -328.0493    -330.3605       2.3112   337.4
0.3725        -328.0129    -330.3440       2.3311   340.3
0.3730        -328.0125    -330.3590       2.3465   342.5
0.3735        -327.9736    -330.3895       2.4159   352.7
0.3740        -327.9884    -330.4165       2.4281   354.4
0.3745        -327.9589    -330.4133       2.4544   358.3
0.3750        -327.9851    -330.3642       2.3792   347.3
0.3755        -327.9527    -330.2756       2.3229   339.1
0.3760        -327.9990    -330.1653       2.1663   316.2
0.3765        -327.9824    -330.0530       2.0706   302.2
0.3770        -327.9457    -329.9598       2.0142   294.0
0.3775        -327.9685    -329.8976       1.9291   281.6
0.3780        -327.9583    -329.8654       1.9071   278.4
0.3785        -327.9805    -329.8714       1.8908   276.0
0.3790        -327.9724    -329.9197       1.9472   284.2
0.3795        -327.9445    -329.9780       2.0335   296.8
0.3800        -327.9446    -330.0303       2.0857   304.4
0.3805        -327.9569    -330.0648       2.1079   307.7
0.3810        -327.9446    -330.0858       2.1412   312.5
0.3815        -327.9457    -330.1029       2.1572   314.9
0.3820        -327.9626    -330.1299       2.1673   316.4
0.3825        -327.9812    -330.1868       2.2056   321.9
0.3830        -327.9856    -330.2814       2.2958   335.1
0.3835        -327.9746    -330.4005       2.4259   354.1
0.3840        -327.9359    -330.5311       2.5952   378.8
0.3845        -327.9523    -330.6428       2.6905   392.7
0.3850        -327.9715    -330.7021       2.7307   398.6
0.3855        -327.9054    -330.7126       2.8071   409.8
0.3860        -327.8780    -330.6819       2.8040   409.3
0.3865        -327.9058    -330.6210       2.7152   396.3
0.3870        -327.8868    -330.5593       2.6725   390.1
0.3875        -327.8763    -330.5033       2.6271   383.5
0.3880        -327.8623    -330.4620       2.5997   379.5
0.3885        -327.8265    -330.4338       2.6073   380.6
0.3890        -327.8542    -330.3973       2.5431   371.2
0.3895        -327.8668    -330.3471       2.4803   362.0
0.3900        -327.8674    -330.2954       2.4279   354.4
0.3905        -327.8810    -330.2542       2.3733   346.4
0.3910        -327.9270    -330.2157       2.2887   334.1
0.3915        -327.9448    -330.1729       2.2281   325.2
0.3920        -327.9751    -330.1257       2.1506   313.9
0.3925        -327.9827    -330.0851       2.1024   306.9
0.3930        -327.9800    -330.0596       2.0796   303.6
0.3935        -328.0380    -330.0509       2.0129   293.8
0.3940        -328.0516    -330.0676       2.0160   294.3
0.3945        -328.0373    -330.1123       2.0750   302.9
0.3950        -328.0609    -330.1668       2.1059   307.4
0.3955        -328.0289    -330.2192       2.1902   319.7
0.3960        -328.0646    -330.2589       2.1943   320.3
0.3965        -328.0766    -330.2790       2.2024   321.5
0.3970        -328.0413    -330.2744       2.2331   326.0
0.3975        -328.0619    -330.2597       2.1978   320.8
0.3980        -328.0119    -330.2527       2.2408   327.1
0.3985        -328.0270    -330.2590       2.2320   325.8
0.3990        -327.9355    -330.2644       2.3288   339.9
0.3995        -327.9043    -330.2405       2.3362   341.0
0.4000        -327.8364    -330.1942       2.3578   344.2
0.4005        -327.7817    -330.1389       2.3571   344.1
0.4010        -327.7586    -330.0906       2.3320   340.4
0.4015        -327.7380    -330.0676       2.3296   340.0
0.4020        -327.6967    -330.0698       2.3732   346.4
0.4025        -327.6914    -330.0732       2.3819   347.7
0.4030        -327.6971    -330.0619       2.3647   345.2
0.4035        -327.7177    -330.0352       2.3175   338.3
0.4040        -327.8035    -329.9955       2.1921   320.0
0.4045        -327.7712    -329.9611       2.1898   319.6
0.4050        -327.7791    -329.9401       2.1610   315.4
0.4055        -327.7446    -329.9461       2.2015   321.4
0.4060        -327.7308    -329.9859       2.2551   329.2
0.4065        -327.7303    -330.0392       2.3090   337.0
0.4070        -327.7598    -330.0797       2.3200   338.6
0.4075        -327.7981    -330.0873       2.2892   334.2
0.4080        -327.8355    -330.0595       2.2240   324.6
0.4085        -327.8548    -330.0200       2.1653   316.1
0.4090        -327.8451    -330.0036       2.1585   315.1
0.4095        -327.8164    -330.0234       2.2071   322.2
0.4100        -327.7830    -330.0746       2.2916   334.5
0.4105        -327.8421    -330.1345       2.2924   334.6
0.4110        -327.8243    -330.1766       2.3523   343.4
0.4115        -327.8406    -330.1978       2.3572   344.1
0.4120        -327.8210    -330.2053       2.3843   348.0
0.4125        -327.7705    -330.2089       2.4383   355.9
0.4130        -327.7806    -330.2119       2.4314   354.9
0.4135        -327.7638    -330.2231       2.4592   359.0
0.4140        -327.7595    -330.2326       2.4731   361.0
0.4145        -327.7759    -330.2334       2.4575   358.7
0.4150        -327.7962    -330.2194       2.4231   353.7
0.4155        -327.8308    -330.2034       2.3726   346.3
0.4160        -327.8249    -330.1936       2.3687   345.8
0.4165        -327.8466    -330.1991       2.3525   343.4
0.4170        -327.8339    -330.2227       2.3888   348.7
0.4175        -327.8086    -330.2444       2.4358   355.6
0.4180        -327.8126    -330.2463       2.4337   355.3
0.4185        -327.8836    -330.2132       2.3297   340.1
0.4190        -327.8643    -330.1550       2.2907   334.4
0.4195        -327.8635    -330.0955       2.2320   325.8
0.4200        -327.8280    -330.0605       2.2325   325.9
0.4205        -327.8278    -330.0635       2.2357   326.3
0.4210        -327.7969    -330.0850       2.2882   334.0
0.4215        -327.8131    -330.1174       2.3043   336.3
0.4220        -327.8303    -330.1476       2.3172   338.2
0.4225        -327.7930    -330.1708       2.3778   347.1
0.4230        -327.8013    -330.1902       2.3889   348.7
0.4235        -327.7997    -330.2043       2.4046   351.0
0.4240        -327.8263    -330.2175       2.3913   349.1
0.4245        -327.8191    -330.2122       2.3932   349.3
0.4250        -327.7889    -330.1829       2.3940   349.5
0.4255        -327.7265    -330.1292       2.4027   350.7
0.4260        -327.7690    -330.0511       2.2821   333.1
0.4265        -327.7266    -329.9790       2.2523   328.8
0.4270        -327.7310    -329.9377       2.2067   322.1
0.4275        -327.7242    -329.9466       2.2223   324.4
0.4280        -327.7704    -329.9908       2.2204   324.1
0.4285        -327.7462    -330.0337       2.2875   333.9
0.4290        -327.6838    -330.0352       2.3514   343.2
0.4295        -327.6456    -329.9829       2.3373   341.2
0.4300        -327.6450    -329.8896       2.2446   327.6
0.4305        -327.6676    -329.7890       2.1214   309.7
0.4310        -327.6671    -329.7041       2.0370   297.3
0.4315        -327.6441    -329.6703       2.0262   295.8
0.4320        -327.6570    -329.7013       2.0443   298.4
0.4325        -327.6389    -329.7849       2.1460   313.2
0.4330        -327.6247    -329.8913       2.2666   330.9
0.4335        -327.5406    -329.9853       2.4447   356.9
0.4340        -327.5219    -330.0479       2.5260   368.7
0.4345        -327.5224    -330.0621       2.5397   370.7
0.4350        -327.4731    -330.0293       2.5563   373.1
0.4355        -327.5223    -329.9819       2.4595   359.0
0.4360        -327.5248    -329.9490       2.4242   353.9
0.4365        -327.5061    -329.9424       2.4363   355.6
0.4370        -327.5154    -329.9618       2.4464   357.1
0.4375        -327.4770    -329.9815       2.5045   365.6
0.4380        -327.5093    -329.9763       2.4671   360.1
0.4385        -327.5145    -329.9457       2.4312   354.9
0.4390        -327.5182    -329.8820       2.3637   345.0
0.4395        -327.5594    -329.8027       2.2432   327.4
0.4400        -327.5700    -329.7258       2.1558   314.7
0.4405        -327.5736    -329.6728       2.0991   306.4
0.4410        -327.6397    -329.6501       2.0104   293.5
0.4415        -327.6274    -329.6540       2.0266   295.8
0.4420        -327.6218    -329.6874       2.0655   301.5
0.4425        -327.5815    -329.7533       2.1717   317.0
0.4430        -327.6010    -329.8243       2.2233   324.5
0.4435        -327.5917    -329.8882       2.2965   335.2
0.4440        -327.6320    -329.9225       2.2906   334.4
0.4445        -327.6987    -329.9271       2.2283   325.3
0.4450        -327.7123    -329.9266       2.2143   323.2
0.4455        -327.7191    -329.9345       2.2154   323.4
0.4460        -327.7088    -329.9732       2.2644   330.5
0.4465        -327.7453    -330.0438       2.2985   335.5
0.4470        -327.7418    -330.1171       2.3754   346.7
0.4475        -327.7526    -330.1711       2.4185   353.0
0.4480        -327.6719    -330.1907       2.5188   367.7
0.4485        -327.6831    -330.1859       2.5027   365.3
0.4490        -327.6242    -330.1732       2.5490   372.1
0.4495        -327.5906    -330.1609       2.5704   375.2
0.4500        -327.6920    -330.1555       2.4635   359.6
0.4505        -327.7092    -330.1700       2.4608   359.2
0.4510        -327.7362    -330.1992       2.4630   359.5
0.4515        -327.7096    -330.2354       2.5258   368.7
0.4520        -327.7056    -330.2709       2.5653   374.5
0.4525        -327.7123    -330.2977       2.5854   377.4
0.4530        -327.7444    -330.3074       2.5630   374.1
0.4535        -327.7538    -330.2939       2.5401   370.8
0.4540        -327.7559    -330.2637       2.5078   366.1
0.4545        -327.7242    -330.2389       2.5147   367.1
0.4550        -327.7346    -330.2436       2.5090   366.2
0.4555        -327.7496    -330.2775       2.5279   369.0
0.4560        -327.8035    -330.3285       2.5250   368.6
0.4565        -327.7776    -330.3767       2.5991   379.4
0.4570        -327.8030    -330.4093       2.6064   380.4
0.4575        -327.7922    -330.4096       2.6174   382.1
0.4580        -327.8258    -330.3827       2.5569   373.2
0.4585        -327.8637    -330.3371       2.4734   361.0
0.4590        -327.8595    -330.2923       2.4327   355.1
0.4595        -327.8770    -330.2627       2.3858   348.2
0.4600        -327.8905    -330.2513       2.3607   344.6
0.4605        -327.8695    -330.2536       2.3841   348.0
0.4610        -327.8233    -330.2524       2.4291   354.6
0.4615        -327.8123    -330.2348       2.4225   353.6
0.4620        -327.8890    -330.1933       2.3043   336.4
0.4625        -327.9255    -330.1343       2.2088   322.4
0.4630        -327.9726    -330.0778       2.1052   307.3
0.4635        -327.9232    -330.0394       2.1161   308.9
0.4640        -327.9598    -330.0230       2.0632   301.2
0.4645        -327.9949    -330.0172       2.0223   295.2
0.4650        -328.0316    -330.0054       1.9738   288.1
0.4655        -327.9685    -329.9887       2.0202   294.9
0.4660        -327.9780    -329.9715       1.9935   291.0
0.4665        -327.9651    -329.9555       1.9904   290.5
0.4670        -327.9456    -329.9491       2.0036   292.5
0.4675        -327.9589    -329.9480       1.9891   290.3
0.4680        -328.0266    -329.9490       1.9225   280.6
0.4685        -328.0503    -329.9536       1.9033   277.8
0.4690        -328.0407    -329.9749       1.9342   282.3
0.4695        -328.0931    -330.0170       1.9239   280.8
0.4700        -328.0952    -330.0787       1.9835   289.5
0.4705        -328.0661    -330.1449       2.0788   303.4
0.4710        -328.0779    -330.2076       2.1297   310.9
0.4715        -328.0869    -330.2497       2.1628   315.7
0.4720        -328.0956    -330.2799       2.1844   318.8
0.4725        -328.1087    -330.3078       2.1991   321.0
0.4730        -328.0770    -330.3529       2.2759   332.2
0.4735        -328.0448    -330.4104       2.3656   345.3
0.4740        -328.1193    -330.4612       2.3419   341.8
0.4745        -328.1551    -330.5196       2.3645   345.1
0.4750        -328.1338    -330.5750       2.4411   356.3
0.4755        -328.0955    -330.6106       2.5151   367.1
0.4760        -328.0586    -330.6173       2.5587   373.5
0.4765        -328.0737    -330.5995       2.5257   368.7
0.4770        -328.0814    -330.5589       2.4775   361.6
0.4775        -328.0811    -330.5021       2.4211   353.4
0.4780        -328.0393    -330.4469       2.4076   351.4
0.4785        -328.0636    -330.4086       2.3451   342.3
0.4790        -328.0991    -330.3893       2.2902   334.3
0.4795        -328.0886    -330.3847       2.2960   335.2
0.4800        -328.1150    -330.3841       2.2691   331.2
0.4805        -328.0419    -330.3785       2.3366   341.1
0.4810        -328.0321    -330.3481       2.3160   338.1
0.4815        -327.9868    -330.2988       2.3120   337.5
0.4820        -327.9793    -330.2419       2.2626   330.3
0.4825        -328.0034    -330.1917       2.1883   319.4
0.4830        -327.9543    -330.1460       2.1918   319.9
0.4835        -328.0106    -330.1017       2.0911   305.2
0.4840        -328.0368    -330.0683       2.0315   296.5
0.4845        -328.0828    -330.0559       1.9731   288.0
0.4850        -328.0348    -330.0710       2.0362   297.2
0.4855        -328.0061    -330.1010       2.0949   305.8
0.4860        -328.0086    -330.1474       2.1388   312.2
0.4865        -328.0467    -330.2020       2.1553   314.6
0.4870        -328.0235    -330.2506       2.2271   325.1
0.4875        -328.0392    -330.2747       2.2355   326.3
0.4880        -328.0656    -330.2702       2.2046   321.8
0.4885        -328.0427    -330.2367       2.1940   320.3
0.4890        -328.0830    -330.1929       2.1098   308.0
0.4895        -328.1116    -330.1514       2.0398   297.8
0.4900        -328.1055    -330.1380       2.0325   296.7
0.4905        -328.1031    -330.1781       2.0750   302.9
0.4910        -328.0956    -330.2667       2.1711   316.9
0.4915        -328.1070    -330.3902       2.2832   333.3
0.4920        -328.0986    -330.5074       2.4088   351.6
0.4925        -328.1207    -330.5746       2.4539   358.2
0.4930        -328.1639    -330.5726       2.4087   351.6
0.4935        -328.0988    -330.5062       2.4074   351.4
0.4940        -328.1148    -330.4009       2.2861   333.7
0.4945        -328.1610    -330.2934       2.1324   311.3
0.4950        -328.1909    -330.2214       2.0305   296.4
0.4955        -328.1791    -330.1923       2.0132   293.9
0.4960        -328.2456    -330.2017       1.9562   285.5
0.4965        -328.2189    -330.2482       2.0293   296.2
0.4970        -328.1991    -330.3238       2.1247   310.1
0.4975        -328.2192    -330.3934       2.1743   317.4
0.4980        -328.2373    -330.4414       2.2041   321.7
0.4985        -328.2230    -330.4551       2.2321   325.8
0.4990        -328.1998    -330.4241       2.2243   324.7
0.4995        -328.2476    -330.3530       2.1054   307.3
0.5000        -328.2170    -330.2759       2.0589   300.5
0.5005        -328.1761    -330.2347       2.0586   300.5
0.5010        -328.0991    -330.2467       2.1476   313.5
0.5015        -328.1567    -330.3064       2.1497   313.8
0.5020        -328.1350    -330.3829       2.2479   328.1
0.5025        -328.1603    -330.4467       2.2864   333.7
0.5030        -328.2011    -330.4709       2.2698   331.3
0.5035        -328.2436    -330.4601       2.2164   323.5
0.5040        -328.2487    -330.4259       2.1772   317.8
0.5045        -328.2511    -330.3854       2.1343   311.5
0.5050        -328.2026    -330.3492       2.1467   313.3
0.5055        -328.1681    -330.3335       2.1654   316.1
0.5060        -328.1591    -330.3339       2.1748   317.5
0.5065        -328.1703    -330.3510       2.1807   318.3
0.5070        -328.1759    -330.3717       2.1958   320.5
0.5075        -328.1798    -330.3877       2.2078   322.3
0.5080        -328.1651    -330.3859       2.2209   324.2
0.5085        -328.1352    -330.3667       2.2315   325.7
0.5090        -328.1060    -330.3358       2.2297   325.5
0.5095        -328.1147    -330.3024       2.1877   319.3
0.5100        -328.0350    -330.2736       2.2385   326.8
0.5105        -328.0477    -330.2482       2.2005   321.2
0.5110        -328.0497    -330.2364       2.1867   319.2
0.5115        -328.0328    -330.2312       2.1985   320.9
0.5120        -328.0657    -330.2285       2.1627   315.7
0.5125        -328.0610    -330.2197       2.1587   315.1
0.5130        -328.0983    -330.2174       2.1191   309.3
0.5135        -328.0684    -330.2178       2.1494   313.7
0.5140        -328.0475    -330.2271       2.1796   318.2
0.5145        -328.0730    -330.2436       2.1706   316.8
0.5150        -328.0567    -330.2794       2.2226   324.4
0.5155        -328.0586    -330.3326       2.2740   331.9
0.5160        -328.0183    -330.3955       2.3772   347.0
0.5165        -327.9442    -330.4581       2.5139   367.0
0.5170        -327.9228    -330.5023       2.5796   376.5
0.5175        -327.9099    -330.5217       2.6117   381.2
0.5180        -327.9756    -330.5218       2.5462   371.7
0.5185        -327.9034    -330.5154       2.6120   381.3
0.5190        -327.8622    -330.5013       2.6391   385.2
0.5195        -327.8539    -330.4863       2.6325   384.3
0.5200        -327.9348    -330.4726       2.5379   370.5
0.5205        -327.9170    -330.4517       2.5346   370.0
0.5210        -327.8951    -330.4201       2.5250   368.6
0.5215        -327.8715    -330.3777       2.5063   365.8
0.5220        -327.9039    -330.3352       2.4313   354.9
0.5225        -327.9164    -330.3095       2.3932   349.3
0.5230        -327.9462    -330.3125       2.3663   345.4
0.5235        -327.9254    -330.3292       2.4038   350.9
0.5240        -327.9342    -330.3581       2.4239   353.8
0.5245        -327.9476    -330.3860       2.4383   355.9
0.5250        -327.9342    -330.3978       2.4636   359.6
0.5255        -327.8989    -330.3878       2.4889   363.3
0.5260        -327.8531    -330.3615       2.5084   366.1
0.5265        -327.8754    -330.3300       2.4546   358.3
0.5270        -327.9073    -330.3006       2.3933   349.4
0.5275        -327.9152    -330.2856       2.3703   346.0
0.5280        -327.9550    -330.2860       2.3311   340.3
0.5285        -327.9224    -330.2982       2.3759   346.8
0.5290        -327.9550    -330.3070       2.3520   343.3
0.5295        -327.9828    -330.3067       2.3239   339.2
0.5300        -328.0105    -330.2885       2.2780   332.5
0.5305        -328.0627    -330.2641       2.2014   321.3
0.5310        -327.9775    -330.2354       2.2579   329.6
0.5315        -328.0202    -330.2005       2.1803   318.3
0.5320        -328.0495    -330.1729       2.1234   309.9
0.5325        -328.0833    -330.1592       2.0760   303.0
