Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5330        -328.0961    -330.1664       2.0703   302.2
0.5335        -328.0958    -330.1973       2.1015   306.8
0.5340        -328.0971    -330.2480       2.1509   314.0
0.5345        -328.1198    -330.3012       2.1814   318.4
0.5350        -328.0762    -330.3403       2.2641   330.5
0.5355        -327.9889    -330.3554       2.3665   345.4
0.5360        -327.9450    -330.3470       2.4020   350.6
0.5365        -328.0143    -330.3227       2.3084   337.0
0.5370        -328.0235    -330.2905       2.2670   330.9
0.5375        -328.0739    -330.2647       2.1908   319.8
0.5380        -328.0486    -330.2582       2.2096   322.5
0.5385        -327.9808    -330.2642       2.2834   333.3
0.5390        -327.9277    -330.2636       2.3360   341.0
0.5395        -327.9427    -330.2476       2.3049   336.4
0.5400        -327.9318    -330.2128       2.2809   332.9
0.5405        -327.9394    -330.1619       2.2225   324.4
0.5410        -327.9122    -330.0923       2.1802   318.2
0.5415        -327.9407    -330.0234       2.0827   304.0
0.5420        -327.9315    -329.9680       2.0365   297.3
0.5425        -327.9944    -329.9382       1.9438   283.7
0.5430        -327.9794    -329.9310       1.9516   284.9
0.5435        -328.0389    -329.9485       1.9096   278.7
0.5440        -328.0610    -329.9868       1.9258   281.1
0.5445        -328.0282    -330.0362       2.0080   293.1
0.5450        -327.9866    -330.0914       2.1048   307.2
0.5455        -328.0150    -330.1442       2.1292   310.8
0.5460        -328.0231    -330.1870       2.1639   315.9
0.5465        -328.0829    -330.2074       2.1245   310.1
0.5470        -328.1074    -330.2114       2.1040   307.1
0.5475        -328.1050    -330.2024       2.0973   306.1
0.5480        -328.1640    -330.1931       2.0291   296.2
0.5485        -328.1100    -330.2040       2.0940   305.7
0.5490        -328.1082    -330.2430       2.1348   311.6
0.5495        -328.0363    -330.3097       2.2734   331.8
0.5500        -328.0453    -330.3936       2.3483   342.8
0.5505        -327.9986    -330.4701       2.4715   360.8
0.5510        -328.0452    -330.5188       2.4736   361.1
0.5515        -328.0391    -330.5353       2.4963   364.4
0.5520        -327.9927    -330.5233       2.5306   369.4
0.5525        -328.0138    -330.4905       2.4767   361.5
0.5530        -328.1077    -330.4480       2.3403   341.6
0.5535        -328.0618    -330.4133       2.3515   343.2
0.5540        -328.0567    -330.3849       2.3282   339.8
0.5545        -328.0264    -330.3692       2.3429   342.0
0.5550        -328.0132    -330.3585       2.3453   342.3
0.5555        -328.0898    -330.3472       2.2575   329.5
0.5560        -328.0722    -330.3287       2.2565   329.4
0.5565        -328.0650    -330.3026       2.2376   326.6
0.5570        -328.0356    -330.2619       2.2264   325.0
0.5575        -328.0202    -330.1890       2.1688   316.6
0.5580        -327.9486    -330.0872       2.1386   312.2
0.5585        -327.9564    -329.9620       2.0056   292.8
0.5590        -328.0126    -329.8433       1.8307   267.2
0.5595        -328.0432    -329.7676       1.7244   251.7
0.5600        -328.0463    -329.7584       1.7120   249.9
0.5605        -328.0484    -329.8147       1.7663   257.8
0.5610        -328.0607    -329.9069       1.8462   269.5
0.5615        -328.0132    -330.0011       1.9880   290.2
0.5620        -328.0347    -330.0696       2.0349   297.0
0.5625        -328.0283    -330.1050       2.0768   303.1
0.5630        -328.0377    -330.1251       2.0874   304.7
0.5635        -328.0456    -330.1419       2.0963   306.0
0.5640        -328.0226    -330.1704       2.1478   313.5
0.5645        -328.0510    -330.2267       2.1757   317.6
0.5650        -328.0212    -330.3132       2.2920   334.6
0.5655        -328.0662    -330.4230       2.3567   344.0
0.5660        -328.1350    -330.5423       2.4074   351.4
0.5665        -328.1420    -330.6457       2.5037   365.5
0.5670        -328.2124    -330.7188       2.5065   365.9
0.5675        -328.2191    -330.7502       2.5311   369.5
0.5680        -328.2318    -330.7337       2.5019   365.2
0.5685        -328.2697    -330.6743       2.4046   351.0
0.5690        -328.2476    -330.5869       2.3393   341.5
0.5695        -328.2225    -330.4919       2.2694   331.3
0.5700        -328.2491    -330.4140       2.1650   316.0
0.5705        -328.2708    -330.3747       2.1039   307.1
0.5710        -328.2098    -330.3809       2.1712   316.9
0.5715        -328.2528    -330.4105       2.1577   315.0
0.5720        -328.2136    -330.4297       2.2162   323.5
0.5725        -328.2341    -330.4196       2.1855   319.0
0.5730        -328.2594    -330.3634       2.1039   307.1
0.5735        -328.2001    -330.2646       2.0645   301.4
0.5740        -328.1923    -330.1482       1.9559   285.5
0.5745        -328.1694    -330.0429       1.8734   273.5
0.5750        -328.1848    -329.9734       1.7887   261.1
0.5755        -328.1554    -329.9459       1.7904   261.3
0.5760        -328.1344    -329.9572       1.8228   266.1
0.5765        -328.1235    -329.9938       1.8703   273.0
0.5770        -328.1145    -330.0489       1.9344   282.4
0.5775        -328.1495    -330.1177       1.9682   287.3
0.5780        -328.1677    -330.1948       2.0272   295.9
0.5785        -328.1864    -330.2833       2.0969   306.1
0.5790        -328.1044    -330.3689       2.2645   330.5
0.5795        -328.1257    -330.4218       2.2961   335.2
0.5800        -328.1120    -330.4343       2.3223   339.0
0.5805        -328.1720    -330.4076       2.2356   326.3
0.5810        -328.1389    -330.3655       2.2266   325.0
0.5815        -328.1377    -330.3338       2.1962   320.6
0.5820        -328.1151    -330.3427       2.2276   325.2
0.5825        -328.1900    -330.4073       2.2173   323.7
0.5830        -328.2112    -330.5131       2.3020   336.0
0.5835        -328.1838    -330.6178       2.4341   355.3
0.5840        -328.1762    -330.6763       2.5000   364.9
0.5845        -328.1957    -330.6656       2.4699   360.5
0.5850        -328.2754    -330.5935       2.3182   338.4
0.5855        -328.2947    -330.4881       2.1934   320.2
0.5860        -328.2888    -330.3752       2.0865   304.6
0.5865        -328.2499    -330.2793       2.0294   296.2
0.5870        -328.2078    -330.2080       2.0002   292.0
0.5875        -328.2321    -330.1698       1.9376   282.8
0.5880        -328.2552    -330.1664       1.9112   279.0
0.5885        -328.2249    -330.1953       1.9705   287.6
0.5890        -328.2392    -330.2565       2.0172   294.5
0.5895        -328.2146    -330.3355       2.1209   309.6
0.5900        -328.2024    -330.4113       2.2089   322.4
0.5905        -328.2286    -330.4593       2.2307   325.6
0.5910        -328.1613    -330.4706       2.3093   337.1
0.5915        -328.1360    -330.4396       2.3036   336.3
0.5920        -328.1347    -330.3631       2.2284   325.3
0.5925        -328.1554    -330.2691       2.1137   308.5
0.5930        -328.1353    -330.2020       2.0667   301.7
0.5935        -328.1503    -330.1901       2.0398   297.7
0.5940        -328.2122    -330.2458       2.0336   296.8
0.5945        -328.1858    -330.3365       2.1507   313.9
0.5950        -328.1628    -330.4177       2.2550   329.2
0.5955        -328.1638    -330.4553       2.2916   334.5
0.5960        -328.1434    -330.4353       2.2918   334.5
0.5965        -328.1573    -330.3699       2.2126   323.0
0.5970        -328.1829    -330.2879       2.1050   307.3
0.5975        -328.1793    -330.2184       2.0391   297.6
0.5980        -328.0782    -330.1779       2.0997   306.5
0.5985        -328.0819    -330.1749       2.0930   305.5
0.5990        -328.0785    -330.2151       2.1366   311.9
0.5995        -328.1105    -330.2848       2.1743   317.4
0.6000        -328.0719    -330.3718       2.2999   335.7
0.6005        -328.0043    -330.4675       2.4632   359.6
0.6010        -327.9852    -330.5578       2.5726   375.5
0.6015        -328.0215    -330.6220       2.6005   379.6
0.6020        -328.0309    -330.6387       2.6078   380.7
0.6025        -328.0701    -330.6144       2.5443   371.4
0.6030        -328.0671    -330.5691       2.5020   365.2
0.6035        -328.0094    -330.5215       2.5121   366.7
0.6040        -328.0206    -330.4976       2.4771   361.6
0.6045        -328.0724    -330.5072       2.4348   355.4
0.6050        -328.0631    -330.5480       2.4849   362.7
0.6055        -327.9666    -330.5939       2.6273   383.5
0.6060        -327.9894    -330.6163       2.6269   383.4
0.6065        -328.0342    -330.5912       2.5570   373.2
0.6070        -327.9719    -330.5121       2.5402   370.8
0.6075        -327.9780    -330.3938       2.4158   352.6
0.6080        -328.0079    -330.2550       2.2472   328.0
0.6085        -327.9909    -330.1244       2.1335   311.4
0.6090        -328.0162    -330.0188       2.0025   292.3
0.6095        -327.9763    -329.9608       1.9845   289.7
0.6100        -327.9403    -329.9468       2.0064   292.9
0.6105        -327.9453    -329.9705       2.0252   295.6
0.6110        -327.9629    -330.0241       2.0612   300.9
0.6115        -327.9549    -330.0953       2.1405   312.4
0.6120        -327.9650    -330.1670       2.2020   321.4
0.6125        -327.9826    -330.2108       2.2282   325.3
0.6130        -327.9788    -330.2127       2.2339   326.1
0.6135        -328.0216    -330.1684       2.1468   313.4
0.6140        -328.0001    -330.1036       2.1035   307.0
0.6145        -328.0153    -330.0541       2.0388   297.6
0.6150        -327.9768    -330.0417       2.0649   301.4
0.6155        -328.0029    -330.0805       2.0776   303.3
0.6160        -328.0472    -330.1796       2.1324   311.3
0.6165        -328.0322    -330.3034       2.2713   331.5
0.6170        -327.9657    -330.4036       2.4379   355.9
0.6175        -327.9620    -330.4384       2.4764   361.5
0.6180        -327.9742    -330.3970       2.4228   353.7
0.6185        -327.9567    -330.2987       2.3420   341.9
0.6190        -327.9491    -330.1746       2.2255   324.9
0.6195        -327.9774    -330.0512       2.0738   302.7
0.6200        -327.9253    -329.9593       2.0340   296.9
0.6205        -327.9228    -329.9155       1.9927   290.9
0.6210        -327.9209    -329.9220       2.0011   292.1
0.6215        -327.8952    -329.9850       2.0898   305.0
0.6220        -327.9514    -330.0866       2.1353   311.7
0.6225        -327.9057    -330.2074       2.3016   336.0
0.6230        -327.9031    -330.3238       2.4207   353.3
0.6235        -327.9169    -330.4083       2.4915   363.7
0.6240        -327.8661    -330.4486       2.5825   377.0
0.6245        -327.8200    -330.4409       2.6209   382.6
0.6250        -327.8880    -330.3994       2.5114   366.6
0.6255        -327.8662    -330.3566       2.4904   363.5
0.6260        -327.8646    -330.3437       2.4791   361.9
0.6265        -327.8936    -330.3805       2.4869   363.0
0.6270        -327.9311    -330.4658       2.5348   370.0
0.6275        -327.8744    -330.5874       2.7130   396.0
0.6280        -327.8929    -330.6913       2.7985   408.5
0.6285        -327.9203    -330.7435       2.8231   412.1
0.6290        -327.9463    -330.7198       2.7735   404.8
0.6295        -327.9745    -330.6118       2.6373   385.0
0.6300        -327.9548    -330.4525       2.4976   364.6
0.6305        -328.0030    -330.2848       2.2818   333.1
0.6310        -327.9783    -330.1451       2.1667   316.3
0.6315        -328.0003    -330.0529       2.0527   299.6
0.6320        -328.0343    -330.0231       1.9888   290.3
0.6325        -327.9498    -330.0623       2.1125   308.4
0.6330        -327.8543    -330.1497       2.2955   335.1
0.6335        -327.8393    -330.2555       2.4162   352.7
0.6340        -327.8491    -330.3438       2.4947   364.1
0.6345        -327.8367    -330.3928       2.5561   373.1
0.6350        -327.8436    -330.3895       2.5459   371.6
0.6355        -327.8759    -330.3364       2.4605   359.2
0.6360        -327.8890    -330.2555       2.3665   345.4
0.6365        -327.8946    -330.1841       2.2895   334.2
0.6370        -327.8861    -330.1647       2.2786   332.6
0.6375        -327.8576    -330.2191       2.3615   344.7
0.6380        -327.8573    -330.3560       2.4987   364.7
0.6385        -327.8925    -330.5260       2.6335   384.4
0.6390        -327.8001    -330.6702       2.8700   418.9
0.6395        -327.7906    -330.7404       2.9497   430.6
0.6400        -327.7590    -330.7128       2.9537   431.2
0.6405        -327.7618    -330.5905       2.8287   412.9
0.6410        -327.8094    -330.4139       2.6045   380.2
0.6415        -327.8133    -330.2310       2.4176   352.9
0.6420        -327.8240    -330.0856       2.2616   330.1
0.6425        -327.8608    -330.0079       2.1471   313.4
0.6430        -327.8599    -330.0027       2.1428   312.8
0.6435        -327.8461    -330.0546       2.2085   322.4
0.6440        -327.8521    -330.1302       2.2781   332.5
0.6445        -327.8503    -330.2024       2.3521   343.3
0.6450        -327.8721    -330.2451       2.3730   346.4
0.6455        -327.8814    -330.2474       2.3661   345.4
0.6460        -327.8641    -330.2059       2.3419   341.8
0.6465        -327.8542    -330.1235       2.2693   331.2
0.6470        -327.9023    -330.0242       2.1220   309.7
0.6475        -327.9164    -329.9513       2.0349   297.0
0.6480        -327.9172    -329.9372       2.0199   294.8
0.6485        -327.9206    -330.0071       2.0865   304.6
0.6490        -327.9104    -330.1443       2.2339   326.1
0.6495        -327.9502    -330.2988       2.3486   342.8
0.6500        -327.9840    -330.4155       2.4315   354.9
0.6505        -328.0004    -330.4630       2.4625   359.5
0.6510        -327.9788    -330.4401       2.4613   359.3
0.6515        -327.9640    -330.3573       2.3933   349.3
0.6520        -327.9792    -330.2380       2.2587   329.7
0.6525        -327.9727    -330.1172       2.1445   313.0
0.6530        -327.9557    -330.0250       2.0693   302.1
0.6535        -327.9271    -329.9821       2.0550   300.0
0.6540        -327.9812    -329.9961       2.0149   294.1
0.6545        -327.9268    -330.0569       2.1301   310.9
0.6550        -327.9684    -330.1492       2.1809   318.3
0.6555        -327.9385    -330.2518       2.3133   337.7
0.6560        -327.9563    -330.3392       2.3829   347.8
0.6565        -327.9103    -330.3854       2.4752   361.3
0.6570        -327.8979    -330.3776       2.4797   362.0
0.6575        -327.8709    -330.3083       2.4374   355.8
0.6580        -327.8913    -330.2050       2.3137   337.7
0.6585        -327.8605    -330.1118       2.2512   328.6
0.6590        -327.8679    -330.0692       2.2014   321.3
0.6595        -327.8586    -330.1045       2.2459   327.8
0.6600        -327.8830    -330.2176       2.3346   340.8
0.6605        -327.8420    -330.3752       2.5332   369.8
0.6610        -327.8905    -330.5213       2.6308   384.0
0.6615        -327.9349    -330.6089       2.6740   390.3
0.6620        -327.9433    -330.6288       2.6855   392.0
0.6625        -327.9597    -330.5734       2.6137   381.5
0.6630        -328.0139    -330.4654       2.4516   357.9
0.6635        -327.9732    -330.3359       2.3627   344.9
0.6640        -327.9767    -330.2258       2.2492   328.3
0.6645        -327.9574    -330.1708       2.2134   323.1
0.6650        -327.9899    -330.1715       2.1817   318.5
0.6655        -328.0669    -330.2246       2.1577   315.0
0.6660        -328.1290    -330.3048       2.1758   317.6
0.6665        -328.1337    -330.3876       2.2540   329.0
0.6670        -328.1092    -330.4467       2.3375   341.2
0.6675        -328.0771    -330.4638       2.3867   348.4
0.6680        -328.1006    -330.4247       2.3241   339.3
0.6685        -328.0203    -330.3447       2.3243   339.3
0.6690        -328.0351    -330.2403       2.2052   321.9
0.6695        -328.0508    -330.1502       2.0995   306.5
0.6700        -328.0713    -330.1052       2.0339   296.9
0.6705        -328.1114    -330.1299       2.0185   294.6
0.6710        -328.0762    -330.2143       2.1381   312.1
0.6715        -328.1283    -330.3346       2.2063   322.0
0.6720        -328.1017    -330.4571       2.3554   343.8
0.6725        -328.0803    -330.5335       2.4532   358.1
0.6730        -328.0824    -330.5387       2.4563   358.5
0.6735        -328.0155    -330.4778       2.4623   359.4
0.6740        -328.0290    -330.3567       2.3278   339.8
0.6745        -328.0880    -330.2093       2.1213   309.6
0.6750        -327.9989    -330.0745       2.0756   303.0
0.6755        -328.0557    -329.9947       1.9390   283.0
0.6760        -328.0746    -329.9938       1.9191   280.1
0.6765        -328.0721    -330.0626       1.9905   290.6
0.6770        -328.1428    -330.1662       2.0234   295.4
0.6775        -328.1626    -330.2750       2.1124   308.3
0.6780        -328.1838    -330.3479       2.1641   315.9
0.6785        -328.2905    -330.3681       2.0776   303.3
0.6790        -328.3523    -330.3389       1.9866   290.0
0.6795        -328.4007    -330.2644       1.8637   272.0
0.6800        -328.4283    -330.1800       1.7517   255.7
0.6805        -328.3974    -330.1104       1.7130   250.0
0.6810        -328.3775    -330.0661       1.6886   246.5
0.6815        -328.3979    -330.0670       1.6691   243.6
0.6820        -328.3649    -330.1150       1.7501   255.5
0.6825        -328.3524    -330.1992       1.8467   269.6
0.6830        -328.3772    -330.2981       1.9210   280.4
0.6835        -328.3724    -330.3975       2.0251   295.6
0.6840        -328.4303    -330.4764       2.0462   298.7
0.6845        -328.4414    -330.5227       2.0813   303.8
0.6850        -328.4248    -330.5322       2.1074   307.6
0.6855        -328.4080    -330.5127       2.1046   307.2
0.6860        -328.4432    -330.4762       2.0330   296.8
0.6865        -328.4494    -330.4472       1.9978   291.6
0.6870        -328.4544    -330.4394       1.9849   289.7
0.6875        -328.4713    -330.4588       1.9875   290.1
0.6880        -328.4068    -330.4972       2.0904   305.1
0.6885        -328.4455    -330.5507       2.1052   307.3
0.6890        -328.4186    -330.5977       2.1791   318.1
0.6895        -328.4221    -330.6307       2.2086   322.4
0.6900        -328.4832    -330.6401       2.1569   314.8
0.6905        -328.4725    -330.6185       2.1460   313.2
0.6910        -328.4136    -330.5570       2.1434   312.9
0.6915        -328.4460    -330.4595       2.0136   293.9
0.6920        -328.4241    -330.3513       1.9272   281.3
0.6925        -328.4013    -330.2501       1.8488   269.9
0.6930        -328.3639    -330.1816       1.8178   265.3
0.6935        -328.3361    -330.1557       1.8196   265.6
0.6940        -328.3360    -330.1752       1.8391   268.5
0.6945        -328.3746    -330.2264       1.8519   270.3
0.6950        -328.3699    -330.2916       1.9218   280.5
0.6955        -328.3657    -330.3523       1.9866   290.0
0.6960        -328.3808    -330.3903       2.0095   293.3
0.6965        -328.3628    -330.3969       2.0341   296.9
0.6970        -328.2799    -330.3760       2.0961   306.0
0.6975        -328.2609    -330.3315       2.0706   302.3
0.6980        -328.2743    -330.2917       2.0174   294.5
0.6985        -328.2814    -330.2886       2.0072   293.0
0.6990        -328.2585    -330.3340       2.0754   303.0
0.6995        -328.2858    -330.4333       2.1475   313.5
0.7000        -328.2681    -330.5788       2.3107   337.3
0.7005        -328.3403    -330.7320       2.3916   349.1
0.7010        -328.3344    -330.8500       2.5156   367.2
0.7015        -328.3694    -330.9047       2.5353   370.1
0.7020        -328.3476    -330.8899       2.5424   371.1
0.7025        -328.3891    -330.8275       2.4384   355.9
0.7030        -328.4240    -330.7562       2.3322   340.4
0.7035        -328.4247    -330.7079       2.2832   333.3
0.7040        -328.4105    -330.6846       2.2742   332.0
0.7045        -328.4280    -330.6920       2.2640   330.5
0.7050        -328.3857    -330.7142       2.3284   339.9
0.7055        -328.3548    -330.7272       2.3724   346.3
0.7060        -328.3861    -330.7235       2.3374   341.2
0.7065        -328.3825    -330.6900       2.3075   336.8
0.7070        -328.3614    -330.6324       2.2709   331.5
0.7075        -328.3594    -330.5545       2.1951   320.4
0.7080        -328.3672    -330.4549       2.0877   304.7
0.7085        -328.3257    -330.3592       2.0335   296.8
0.7090        -328.3077    -330.2952       1.9875   290.1
0.7095        -328.2757    -330.2823       2.0065   292.9
0.7100        -328.2757    -330.3080       2.0323   296.7
0.7105        -328.3013    -330.3655       2.0642   301.3
0.7110        -328.3010    -330.4294       2.1285   310.7
0.7115        -328.3237    -330.4705       2.1468   313.4
0.7120        -328.3095    -330.4706       2.1611   315.5
0.7125        -328.3254    -330.4367       2.1113   308.2
0.7130        -328.3060    -330.3808       2.0748   302.9
0.7135        -328.3507    -330.3191       1.9684   287.3
0.7140        -328.3399    -330.2785       1.9386   283.0
0.7145        -328.3144    -330.2972       1.9828   289.4
0.7150        -328.3472    -330.3651       2.0179   294.5
0.7155        -328.3354    -330.4649       2.1295   310.8
0.7160        -328.3431    -330.5550       2.2118   322.9
0.7165        -328.3784    -330.5901       2.2117   322.8
0.7170        -328.3882    -330.5752       2.1870   319.2
0.7175        -328.3639    -330.5213       2.1573   314.9
0.7180        -328.3888    -330.4416       2.0528   299.6
0.7185        -328.4159    -330.3659       1.9500   284.6
0.7190        -328.4100    -330.3100       1.9000   277.3
0.7195        -328.4063    -330.2871       1.8809   274.5
0.7200        -328.4157    -330.2998       1.8841   275.0
0.7205        -328.4315    -330.3369       1.9054   278.1
0.7210        -328.4630    -330.3889       1.9259   281.1
0.7215        -328.4932    -330.4326       1.9394   283.1
0.7220        -328.4671    -330.4645       1.9974   291.6
0.7225        -328.5342    -330.4823       1.9480   284.4
0.7230        -328.5047    -330.4869       1.9822   289.3
0.7235        -328.5536    -330.4815       1.9280   281.4
0.7240        -328.5519    -330.4804       1.9285   281.5
0.7245        -328.5337    -330.4927       1.9590   286.0
0.7250        -328.5420    -330.5307       1.9887   290.3
0.7255        -328.5792    -330.6025       2.0233   295.3
0.7260        -328.5316    -330.6997       2.1681   316.5
0.7265        -328.5298    -330.7961       2.2663   330.8
0.7270        -328.5971    -330.8650       2.2680   331.1
0.7275        -328.6220    -330.8885       2.2664   330.8
0.7280        -328.6423    -330.8660       2.2237   324.6
0.7285        -328.6652    -330.8023       2.1370   311.9
0.7290        -328.6720    -330.7220       2.0499   299.2
0.7295        -328.6562    -330.6483       1.9920   290.8
0.7300        -328.7076    -330.5870       1.8794   274.3
0.7305        -328.6671    -330.5417       1.8747   273.6
0.7310        -328.6319    -330.5229       1.8909   276.0
0.7315        -328.5979    -330.5298       1.9319   282.0
0.7320        -328.5291    -330.5599       2.0308   296.4
0.7325        -328.5028    -330.5934       2.0906   305.2
0.7330        -328.5679    -330.6102       2.0422   298.1
0.7335        -328.5935    -330.6017       2.0082   293.1
0.7340        -328.5684    -330.5647       1.9963   291.4
0.7345        -328.5280    -330.5008       1.9728   288.0
0.7350        -328.5276    -330.4341       1.9065   278.3
0.7355        -328.5012    -330.3911       1.8899   275.9
0.7360        -328.4732    -330.3992       1.9260   281.1
0.7365        -328.4560    -330.4567       2.0008   292.1
0.7370        -328.4979    -330.5384       2.0405   297.8
0.7375        -328.5317    -330.6030       2.0713   302.3
0.7380        -328.5394    -330.6300       2.0906   305.2
0.7385        -328.4882    -330.6163       2.1282   310.6
0.7390        -328.5059    -330.5603       2.0544   299.9
0.7395        -328.4997    -330.4833       1.9836   289.5
0.7400        -328.4285    -330.4078       1.9794   288.9
0.7405        -328.3784    -330.3447       1.9663   287.0
0.7410        -328.3253    -330.3002       1.9749   288.3
0.7415        -328.3072    -330.2873       1.9801   289.0
0.7420        -328.3351    -330.3081       1.9731   288.0
0.7425        -328.3686    -330.3491       1.9805   289.1
0.7430        -328.3706    -330.3925       2.0219   295.1
0.7435        -328.3091    -330.4289       2.1198   309.4
0.7440        -328.3267    -330.4567       2.1300   310.9
0.7445        -328.3081    -330.4627       2.1546   314.5
0.7450        -328.3634    -330.4368       2.0733   302.6
0.7455        -328.3136    -330.3827       2.0690   302.0
0.7460        -328.3241    -330.3223       1.9981   291.7
0.7465        -328.2964    -330.2812       1.9848   289.7
0.7470        -328.3677    -330.2839       1.9162   279.7
0.7475        -328.3909    -330.3347       1.9438   283.7
0.7480        -328.3800    -330.4084       2.0284   296.1
0.7485        -328.3759    -330.4809       2.1050   307.3
0.7490        -328.3635    -330.5279       2.1644   315.9
0.7495        -328.3656    -330.5412       2.1757   317.6
0.7500        -328.4013    -330.5239       2.1225   309.8
0.7505        -328.3649    -330.4829       2.1180   309.2
0.7510        -328.3906    -330.4337       2.0432   298.2
0.7515        -328.3671    -330.3834       2.0162   294.3
0.7520        -328.3767    -330.3362       1.9595   286.0
0.7525        -328.3288    -330.3083       1.9795   288.9
0.7530        -328.3320    -330.3153       1.9833   289.5
0.7535        -328.2933    -330.3643       2.0710   302.3
0.7540        -328.3008    -330.4373       2.1366   311.9
0.7545        -328.3102    -330.5173       2.2070   322.2
0.7550        -328.3442    -330.5766       2.2325   325.9
0.7555        -328.3608    -330.5987       2.2379   326.7
0.7560        -328.4015    -330.5813       2.1798   318.2
0.7565        -328.3963    -330.5358       2.1394   312.3
0.7570        -328.3910    -330.4622       2.0712   302.3
0.7575        -328.3198    -330.3981       2.0783   303.4
0.7580        -328.2800    -330.3730       2.0930   305.5
0.7585        -328.3113    -330.3913       2.0800   303.6
0.7590        -328.3257    -330.4363       2.1106   308.1
0.7595        -328.3378    -330.5000       2.1622   315.6
0.7600        -328.3594    -330.5579       2.1985   320.9
0.7605        -328.4418    -330.5947       2.1529   314.3
0.7610        -328.4137    -330.6032       2.1895   319.6
0.7615        -328.4332    -330.5783       2.1451   313.1
0.7620        -328.4245    -330.5330       2.1085   307.8
0.7625        -328.4277    -330.4877       2.0600   300.7
0.7630        -328.3483    -330.4509       2.1025   306.9
0.7635        -328.3074    -330.4374       2.1300   310.9
0.7640        -328.2878    -330.4654       2.1776   317.9
0.7645        -328.2647    -330.5289       2.2642   330.5
0.7650        -328.3364    -330.6101       2.2737   331.9
0.7655        -328.3082    -330.6770       2.3688   345.8
0.7660        -328.3004    -330.7100       2.4095   351.7
0.7665        -328.3236    -330.7005       2.3770   347.0
0.7670        -328.3229    -330.6526       2.3297   340.1
0.7675        -328.3780    -330.5832       2.2053   321.9
0.7680        -328.3040    -330.5126       2.2087   322.4
0.7685        -328.3462    -330.4623       2.1161   308.9
0.7690        -328.3171    -330.4478       2.1308   311.0
0.7695        -328.3345    -330.4668       2.1323   311.2
0.7700        -328.3299    -330.5019       2.1720   317.0
0.7705        -328.2867    -330.5328       2.2461   327.9
0.7710        -328.3110    -330.5407       2.2297   325.5
0.7715        -328.2570    -330.5124       2.2554   329.2
0.7720        -328.2579    -330.4569       2.1990   321.0
0.7725        -328.2534    -330.4071       2.1537   314.4
0.7730        -328.2986    -330.3695       2.0709   302.3
0.7735        -328.3011    -330.3539       2.0528   299.6
0.7740        -328.3299    -330.3628       2.0329   296.7
0.7745        -328.2870    -330.3978       2.1108   308.1
0.7750        -328.2666    -330.4431       2.1765   317.7
0.7755        -328.2705    -330.4873       2.2167   323.6
0.7760        -328.2981    -330.5237       2.2256   324.9
0.7765        -328.3434    -330.5319       2.1885   319.5
0.7770        -328.3643    -330.5145       2.1502   313.9
0.7775        -328.3290    -330.4768       2.1479   313.5
0.7780        -328.2594    -330.4255       2.1661   316.2
0.7785        -328.2516    -330.3945       2.1429   312.8
0.7790        -328.2823    -330.4049       2.1226   309.8
0.7795        -328.2954    -330.4440       2.1486   313.6
0.7800        -328.3071    -330.4986       2.1916   319.9
0.7805        -328.3258    -330.5489       2.2230   324.5
0.7810        -328.3441    -330.5755       2.2314   325.7
0.7815        -328.4129    -330.5722       2.1593   315.2
0.7820        -328.4469    -330.5321       2.0852   304.4
0.7825        -328.5058    -330.4756       1.9698   287.5
0.7830        -328.4796    -330.4268       1.9472   284.2
0.7835        -328.4458    -330.3989       1.9532   285.1
0.7840        -328.4579    -330.4046       1.9467   284.2
0.7845        -328.4719    -330.4356       1.9637   286.6
0.7850        -328.4391    -330.4820       2.0429   298.2
0.7855        -328.4875    -330.5332       2.0457   298.6
0.7860        -328.5381    -330.5730       2.0349   297.0
0.7865        -328.4928    -330.6028       2.1100   308.0
0.7870        -328.4854    -330.6129       2.1275   310.6
0.7875        -328.5110    -330.6024       2.0914   305.3
0.7880        -328.5031    -330.5722       2.0690   302.0
0.7885        -328.4970    -330.5222       2.0252   295.6
0.7890        -328.4581    -330.4710       2.0130   293.8
0.7895        -328.5036    -330.4296       1.9260   281.1
0.7900        -328.4594    -330.4105       1.9511   284.8
0.7905        -328.4499    -330.4119       1.9620   286.4
0.7910        -328.4398    -330.4377       1.9979   291.6
0.7915        -328.4700    -330.4767       2.0066   292.9
0.7920        -328.4163    -330.5149       2.0986   306.3
0.7925        -328.4146    -330.5418       2.1272   310.5
0.7930        -328.4028    -330.5372       2.1344   311.6
0.7935        -328.4161    -330.4964       2.0803   303.7
0.7940        -328.4500    -330.4406       1.9906   290.6
0.7945        -328.4025    -330.3972       1.9947   291.2
0.7950        -328.3999    -330.3712       1.9712   287.7
0.7955        -328.4158    -330.3649       1.9491   284.5
0.7960        -328.4096    -330.3821       1.9725   287.9
0.7965        -328.3825    -330.4116       2.0292   296.2
0.7970        -328.3512    -330.4521       2.1009   306.7
0.7975        -328.3597    -330.4969       2.1372   312.0
0.7980        -328.3020    -330.5476       2.2456   327.8
0.7985        -328.2233    -330.5855       2.3622   344.8
0.7990        -328.2554    -330.5857       2.3302   340.1
0.7995        -328.2458    -330.5468       2.3010   335.9
0.8000        -328.2527    -330.4794       2.2267   325.0
0.8005        -328.2736    -330.4120       2.1384   312.1
0.8010        -328.2966    -330.3735       2.0769   303.2
