Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3055        -332.2568    -332.3466       0.0898    13.1
0.3060        -332.2569    -332.3470       0.0901    13.2
0.3065        -332.2569    -332.3474       0.0905    13.2
0.3070        -332.2569    -332.3479       0.0910    13.3
0.3075        -332.2569    -332.3483       0.0914    13.3
0.3080        -332.2569    -332.3489       0.0919    13.4
0.3085        -332.2570    -332.3494       0.0925    13.5
0.3090        -332.2570    -332.3500       0.0930    13.6
0.3095        -332.2570    -332.3507       0.0936    13.7
0.3100        -332.2570    -332.3513       0.0943    13.8
0.3105        -332.2571    -332.3521       0.0950    13.9
0.3110        -332.2571    -332.3528       0.0957    14.0
0.3115        -332.2571    -332.3536       0.0965    14.1
0.3120        -332.2572    -332.3545       0.0973    14.2
0.3125        -332.2572    -332.3553       0.0981    14.3
0.3130        -332.2572    -332.3563       0.0990    14.5
0.3135        -332.2573    -332.3572       0.0999    14.6
0.3140        -332.2573    -332.3582       0.1009    14.7
0.3145        -332.2573    -332.3592       0.1018    14.9
0.3150        -332.2574    -332.3602       0.1028    15.0
0.3155        -332.2574    -332.3613       0.1038    15.2
0.3160        -332.2575    -332.3623       0.1049    15.3
0.3165        -332.2575    -332.3634       0.1059    15.5
0.3170        -332.2575    -332.3645       0.1070    15.6
0.3175        -332.2576    -332.3656       0.1080    15.8
0.3180        -332.2576    -332.3667       0.1091    15.9
0.3185        -332.2577    -332.3678       0.1101    16.1
0.3190        -332.2577    -332.3689       0.1111    16.2
0.3195        -332.2578    -332.3699       0.1121    16.4
0.3200        -332.2578    -332.3709       0.1131    16.5
0.3205        -332.2579    -332.3719       0.1141    16.7
0.3210        -332.2579    -332.3729       0.1150    16.8
0.3215        -332.2579    -332.3738       0.1159    16.9
0.3220        -332.2580    -332.3747       0.1167    17.0
0.3225        -332.2580    -332.3756       0.1175    17.2
0.3230        -332.2581    -332.3763       0.1183    17.3
0.3235        -332.2581    -332.3771       0.1189    17.4
0.3240        -332.2582    -332.3777       0.1195    17.4
0.3245        -332.2582    -332.3783       0.1200    17.5
0.3250        -332.2583    -332.3788       0.1205    17.6
0.3255        -332.2583    -332.3792       0.1209    17.6
0.3260        -332.2584    -332.3795       0.1211    17.7
0.3265        -332.2584    -332.3798       0.1213    17.7
0.3270        -332.2585    -332.3799       0.1214    17.7
0.3275        -332.2585    -332.3800       0.1214    17.7
0.3280        -332.2586    -332.3799       0.1214    17.7
0.3285        -332.2586    -332.3798       0.1212    17.7
0.3290        -332.2587    -332.3795       0.1209    17.6
0.3295        -332.2587    -332.3792       0.1205    17.6
0.3300        -332.2588    -332.3787       0.1200    17.5
0.3305        -332.2588    -332.3782       0.1194    17.4
0.3310        -332.2589    -332.3775       0.1187    17.3
0.3315        -332.2589    -332.3768       0.1178    17.2
0.3320        -332.2590    -332.3759       0.1169    17.1
0.3325        -332.2590    -332.3749       0.1159    16.9
0.3330        -332.2590    -332.3738       0.1148    16.8
0.3335        -332.2591    -332.3727       0.1136    16.6
0.3340        -332.2591    -332.3714       0.1123    16.4
0.3345        -332.2592    -332.3701       0.1109    16.2
0.3350        -332.2592    -332.3686       0.1094    16.0
0.3355        -332.2593    -332.3671       0.1078    15.7
0.3360        -332.2593    -332.3655       0.1062    15.5
0.3365        -332.2594    -332.3638       0.1045    15.2
0.3370        -332.2594    -332.3621       0.1027    15.0
0.3375        -332.2594    -332.3603       0.1008    14.7
0.3380        -332.2595    -332.3584       0.0989    14.4
0.3385        -332.2595    -332.3565       0.0970    14.2
0.3390        -332.2596    -332.3545       0.0950    13.9
0.3395        -332.2596    -332.3525       0.0929    13.6
0.3400        -332.2596    -332.3505       0.0909    13.3
0.3405        -332.2597    -332.3484       0.0888    13.0
0.3410        -332.2597    -332.3464       0.0867    12.7
0.3415        -332.2597    -332.3443       0.0846    12.3
0.3420        -332.2598    -332.3422       0.0824    12.0
0.3425        -332.2598    -332.3401       0.0803    11.7
0.3430        -332.2598    -332.3380       0.0782    11.4
0.3435        -332.2599    -332.3360       0.0761    11.1
0.3440        -332.2599    -332.3340       0.0741    10.8
0.3445        -332.2599    -332.3320       0.0720    10.5
0.3450        -332.2599    -332.3300       0.0700    10.2
0.3455        -332.2600    -332.3281       0.0681     9.9
0.3460        -332.2600    -332.3262       0.0662     9.7
0.3465        -332.2600    -332.3243       0.0643     9.4
0.3470        -332.2600    -332.3226       0.0625     9.1
0.3475        -332.2601    -332.3209       0.0608     8.9
0.3480        -332.2601    -332.3192       0.0591     8.6
0.3485        -332.2601    -332.3176       0.0575     8.4
0.3490        -332.2601    -332.3161       0.0560     8.2
0.3495        -332.2601    -332.3147       0.0546     8.0
0.3500        -332.2601    -332.3134       0.0532     7.8
0.3505        -332.2602    -332.3121       0.0520     7.6
0.3510        -332.2602    -332.3110       0.0508     7.4
0.3515        -332.2602    -332.3099       0.0497     7.3
0.3520        -332.2602    -332.3089       0.0487     7.1
0.3525        -332.2602    -332.3080       0.0478     7.0
0.3530        -332.2602    -332.3072       0.0470     6.9
0.3535        -332.2602    -332.3065       0.0463     6.8
0.3540        -332.2602    -332.3059       0.0457     6.7
0.3545        -332.2602    -332.3054       0.0452     6.6
0.3550        -332.2602    -332.3050       0.0448     6.5
0.3555        -332.2602    -332.3047       0.0445     6.5
0.3560        -332.2602    -332.3045       0.0442     6.5
0.3565        -332.2602    -332.3044       0.0441     6.4
0.3570        -332.2602    -332.3043       0.0441     6.4
0.3575        -332.2602    -332.3044       0.0442     6.5
0.3580        -332.2602    -332.3046       0.0444     6.5
0.3585        -332.2602    -332.3049       0.0446     6.5
0.3590        -332.2602    -332.3052       0.0450     6.6
0.3595        -332.2602    -332.3057       0.0455     6.6
0.3600        -332.2602    -332.3062       0.0460     6.7
0.3605        -332.2602    -332.3068       0.0467     6.8
0.3610        -332.2602    -332.3076       0.0474     6.9
0.3615        -332.2602    -332.3084       0.0482     7.0
0.3620        -332.2602    -332.3093       0.0491     7.2
0.3625        -332.2601    -332.3102       0.0501     7.3
0.3630        -332.2601    -332.3113       0.0512     7.5
0.3635        -332.2601    -332.3124       0.0523     7.6
0.3640        -332.2601    -332.3137       0.0536     7.8
0.3645        -332.2601    -332.3149       0.0549     8.0
0.3650        -332.2601    -332.3163       0.0562     8.2
0.3655        -332.2600    -332.3177       0.0577     8.4
0.3660        -332.2600    -332.3192       0.0592     8.6
0.3665        -332.2600    -332.3208       0.0608     8.9
0.3670        -332.2600    -332.3224       0.0625     9.1
0.3675        -332.2600    -332.3241       0.0642     9.4
0.3680        -332.2600    -332.3259       0.0659     9.6
0.3685        -332.2599    -332.3277       0.0678     9.9
0.3690        -332.2599    -332.3296       0.0697    10.2
0.3695        -332.2599    -332.3315       0.0716    10.5
0.3700        -332.2599    -332.3334       0.0736    10.7
0.3705        -332.2598    -332.3354       0.0756    11.0
0.3710        -332.2598    -332.3375       0.0777    11.3
0.3715        -332.2598    -332.3396       0.0798    11.6
0.3720        -332.2598    -332.3417       0.0819    12.0
0.3725        -332.2597    -332.3438       0.0841    12.3
0.3730        -332.2597    -332.3460       0.0863    12.6
0.3735        -332.2597    -332.3482       0.0885    12.9
0.3740        -332.2597    -332.3504       0.0908    13.3
0.3745        -332.2596    -332.3527       0.0930    13.6
0.3750        -332.2596    -332.3549       0.0953    13.9
0.3755        -332.2596    -332.3572       0.0976    14.2
0.3760        -332.2596    -332.3594       0.0999    14.6
0.3765        -332.2595    -332.3617       0.1022    14.9
0.3770        -332.2595    -332.3639       0.1044    15.2
0.3775        -332.2595    -332.3662       0.1067    15.6
0.3780        -332.2595    -332.3684       0.1089    15.9
0.3785        -332.2594    -332.3706       0.1112    16.2
0.3790        -332.2594    -332.3728       0.1134    16.6
0.3795        -332.2594    -332.3749       0.1156    16.9
0.3800        -332.2593    -332.3770       0.1177    17.2
0.3805        -332.2593    -332.3791       0.1198    17.5
0.3810        -332.2593    -332.3811       0.1219    17.8
0.3815        -332.2593    -332.3831       0.1239    18.1
0.3820        -332.2592    -332.3850       0.1258    18.4
0.3825        -332.2592    -332.3869       0.1277    18.6
0.3830        -332.2592    -332.3887       0.1295    18.9
0.3835        -332.2592    -332.3905       0.1313    19.2
0.3840        -332.2591    -332.3921       0.1330    19.4
0.3845        -332.2591    -332.3937       0.1346    19.6
0.3850        -332.2591    -332.3952       0.1361    19.9
0.3855        -332.2590    -332.3966       0.1376    20.1
0.3860        -332.2590    -332.3979       0.1389    20.3
0.3865        -332.2590    -332.3992       0.1402    20.5
0.3870        -332.2590    -332.4003       0.1413    20.6
0.3875        -332.2589    -332.4013       0.1424    20.8
0.3880        -332.2589    -332.4023       0.1434    20.9
0.3885        -332.2589    -332.4031       0.1442    21.0
0.3890        -332.2589    -332.4038       0.1449    21.2
0.3895        -332.2588    -332.4044       0.1456    21.2
0.3900        -332.2588    -332.4049       0.1461    21.3
0.3905        -332.2588    -332.4053       0.1465    21.4
0.3910        -332.2588    -332.4055       0.1467    21.4
0.3915        -332.2587    -332.4056       0.1469    21.4
0.3920        -332.2587    -332.4056       0.1469    21.4
0.3925        -332.2587    -332.4055       0.1468    21.4
0.3930        -332.2587    -332.4053       0.1466    21.4
0.3935        -332.2587    -332.4049       0.1463    21.4
0.3940        -332.2586    -332.4044       0.1458    21.3
0.3945        -332.2586    -332.4038       0.1452    21.2
0.3950        -332.2586    -332.4031       0.1445    21.1
0.3955        -332.2586    -332.4022       0.1437    21.0
0.3960        -332.2585    -332.4013       0.1427    20.8
0.3965        -332.2585    -332.4002       0.1416    20.7
0.3970        -332.2585    -332.3990       0.1405    20.5
0.3975        -332.2585    -332.3976       0.1392    20.3
0.3980        -332.2585    -332.3962       0.1377    20.1
0.3985        -332.2585    -332.3947       0.1362    19.9
0.3990        -332.2584    -332.3930       0.1346    19.6
0.3995        -332.2584    -332.3913       0.1329    19.4
0.4000        -332.2584    -332.3894       0.1310    19.1
0.4005        -332.2584    -332.3875       0.1291    18.8
0.4010        -332.2584    -332.3855       0.1271    18.6
0.4015        -332.2583    -332.3834       0.1250    18.2
0.4020        -332.2583    -332.3812       0.1228    17.9
0.4025        -332.2583    -332.3789       0.1206    17.6
0.4030        -332.2583    -332.3766       0.1183    17.3
0.4035        -332.2583    -332.3742       0.1159    16.9
0.4040        -332.2583    -332.3717       0.1135    16.6
0.4045        -332.2583    -332.3693       0.1110    16.2
0.4050        -332.2582    -332.3667       0.1085    15.8
0.4055        -332.2582    -332.3641       0.1059    15.5
0.4060        -332.2582    -332.3615       0.1033    15.1
0.4065        -332.2582    -332.3589       0.1007    14.7
0.4070        -332.2582    -332.3563       0.0981    14.3
0.4075        -332.2582    -332.3536       0.0955    13.9
0.4080        -332.2581    -332.3510       0.0928    13.5
0.4085        -332.2581    -332.3483       0.0902    13.2
0.4090        -332.2581    -332.3457       0.0876    12.8
0.4095        -332.2581    -332.3431       0.0850    12.4
0.4100        -332.2581    -332.3405       0.0824    12.0
0.4105        -332.2581    -332.3380       0.0799    11.7
0.4110        -332.2581    -332.3355       0.0774    11.3
0.4115        -332.2581    -332.3330       0.0749    10.9
0.4120        -332.2580    -332.3306       0.0726    10.6
0.4125        -332.2580    -332.3283       0.0702    10.3
0.4130        -332.2580    -332.3260       0.0680     9.9
0.4135        -332.2580    -332.3238       0.0658     9.6
0.4140        -332.2580    -332.3217       0.0637     9.3
0.4145        -332.2580    -332.3197       0.0617     9.0
0.4150        -332.2580    -332.3178       0.0598     8.7
0.4155        -332.2580    -332.3160       0.0580     8.5
0.4160        -332.2579    -332.3143       0.0563     8.2
0.4165        -332.2579    -332.3127       0.0547     8.0
0.4170        -332.2579    -332.3112       0.0533     7.8
0.4175        -332.2579    -332.3098       0.0519     7.6
0.4180        -332.2579    -332.3086       0.0507     7.4
0.4185        -332.2579    -332.3074       0.0496     7.2
0.4190        -332.2579    -332.3064       0.0486     7.1
0.4195        -332.2579    -332.3056       0.0477     7.0
0.4200        -332.2578    -332.3048       0.0470     6.9
0.4205        -332.2578    -332.3042       0.0464     6.8
0.4210        -332.2578    -332.3038       0.0460     6.7
0.4215        -332.2578    -332.3035       0.0456     6.7
0.4220        -332.2578    -332.3033       0.0455     6.6
0.4225        -332.2578    -332.3032       0.0454     6.6
0.4230        -332.2578    -332.3033       0.0455     6.6
0.4235        -332.2578    -332.3035       0.0457     6.7
0.4240        -332.2578    -332.3038       0.0461     6.7
0.4245        -332.2577    -332.3043       0.0465     6.8
0.4250        -332.2577    -332.3049       0.0471     6.9
0.4255        -332.2577    -332.3056       0.0478     7.0
0.4260        -332.2577    -332.3064       0.0487     7.1
0.4265        -332.2577    -332.3073       0.0496     7.2
0.4270        -332.2577    -332.3084       0.0507     7.4
0.4275        -332.2577    -332.3096       0.0519     7.6
0.4280        -332.2577    -332.3108       0.0531     7.8
0.4285        -332.2577    -332.3122       0.0545     8.0
0.4290        -332.2576    -332.3136       0.0560     8.2
0.4295        -332.2576    -332.3151       0.0575     8.4
0.4300        -332.2576    -332.3167       0.0591     8.6
0.4305        -332.2576    -332.3184       0.0608     8.9
0.4310        -332.2576    -332.3202       0.0625     9.1
0.4315        -332.2576    -332.3220       0.0644     9.4
0.4320        -332.2576    -332.3238       0.0662     9.7
0.4325        -332.2576    -332.3257       0.0681     9.9
0.4330        -332.2576    -332.3276       0.0701    10.2
0.4335        -332.2576    -332.3296       0.0720    10.5
0.4340        -332.2576    -332.3316       0.0740    10.8
0.4345        -332.2575    -332.3336       0.0760    11.1
0.4350        -332.2575    -332.3356       0.0780    11.4
0.4355        -332.2575    -332.3376       0.0801    11.7
0.4360        -332.2575    -332.3396       0.0821    12.0
0.4365        -332.2575    -332.3416       0.0841    12.3
0.4370        -332.2575    -332.3436       0.0861    12.6
0.4375        -332.2575    -332.3456       0.0881    12.9
0.4380        -332.2575    -332.3475       0.0900    13.1
0.4385        -332.2575    -332.3494       0.0919    13.4
0.4390        -332.2575    -332.3513       0.0938    13.7
0.4395        -332.2575    -332.3531       0.0956    14.0
0.4400        -332.2575    -332.3549       0.0974    14.2
0.4405        -332.2575    -332.3566       0.0991    14.5
0.4410        -332.2575    -332.3583       0.1008    14.7
0.4415        -332.2575    -332.3599       0.1024    14.9
0.4420        -332.2575    -332.3614       0.1040    15.2
0.4425        -332.2575    -332.3629       0.1054    15.4
0.4430        -332.2575    -332.3643       0.1068    15.6
0.4435        -332.2575    -332.3656       0.1082    15.8
0.4440        -332.2575    -332.3669       0.1094    16.0
0.4445        -332.2575    -332.3681       0.1106    16.1
0.4450        -332.2575    -332.3692       0.1117    16.3
0.4455        -332.2575    -332.3702       0.1127    16.5
0.4460        -332.2575    -332.3712       0.1137    16.6
0.4465        -332.2575    -332.3720       0.1146    16.7
0.4470        -332.2575    -332.3728       0.1154    16.8
0.4475        -332.2575    -332.3736       0.1161    16.9
0.4480        -332.2575    -332.3742       0.1167    17.0
0.4485        -332.2575    -332.3748       0.1173    17.1
0.4490        -332.2575    -332.3753       0.1178    17.2
0.4495        -332.2575    -332.3757       0.1182    17.2
0.4500        -332.2575    -332.3760       0.1185    17.3
0.4505        -332.2575    -332.3763       0.1188    17.3
0.4510        -332.2575    -332.3765       0.1190    17.4
0.4515        -332.2575    -332.3767       0.1191    17.4
0.4520        -332.2576    -332.3768       0.1192    17.4
0.4525        -332.2576    -332.3768       0.1193    17.4
0.4530        -332.2576    -332.3768       0.1192    17.4
0.4535        -332.2576    -332.3767       0.1192    17.4
0.4540        -332.2576    -332.3766       0.1190    17.4
0.4545        -332.2576    -332.3765       0.1189    17.4
0.4550        -332.2576    -332.3763       0.1187    17.3
0.4555        -332.2576    -332.3761       0.1184    17.3
0.4560        -332.2576    -332.3758       0.1182    17.2
0.4565        -332.2577    -332.3755       0.1179    17.2
0.4570        -332.2577    -332.3752       0.1175    17.2
0.4575        -332.2577    -332.3749       0.1172    17.1
0.4580        -332.2577    -332.3746       0.1168    17.1
0.4585        -332.2577    -332.3742       0.1165    17.0
0.4590        -332.2577    -332.3738       0.1161    16.9
0.4595        -332.2578    -332.3735       0.1157    16.9
0.4600        -332.2578    -332.3731       0.1153    16.8
0.4605        -332.2578    -332.3728       0.1150    16.8
0.4610        -332.2578    -332.3724       0.1146    16.7
0.4615        -332.2578    -332.3720       0.1142    16.7
0.4620        -332.2579    -332.3717       0.1139    16.6
0.4625        -332.2579    -332.3714       0.1135    16.6
0.4630        -332.2579    -332.3711       0.1132    16.5
0.4635        -332.2579    -332.3708       0.1129    16.5
0.4640        -332.2579    -332.3705       0.1126    16.4
0.4645        -332.2580    -332.3703       0.1123    16.4
0.4650        -332.2580    -332.3700       0.1120    16.4
0.4655        -332.2580    -332.3698       0.1118    16.3
0.4660        -332.2580    -332.3696       0.1116    16.3
0.4665        -332.2581    -332.3695       0.1114    16.3
0.4670        -332.2581    -332.3693       0.1112    16.2
0.4675        -332.2581    -332.3692       0.1111    16.2
0.4680        -332.2581    -332.3691       0.1110    16.2
0.4685        -332.2582    -332.3690       0.1108    16.2
0.4690        -332.2582    -332.3689       0.1107    16.2
0.4695        -332.2582    -332.3689       0.1107    16.2
0.4700        -332.2582    -332.3688       0.1106    16.1
0.4705        -332.2583    -332.3688       0.1105    16.1
0.4710        -332.2583    -332.3687       0.1104    16.1
0.4715        -332.2583    -332.3687       0.1104    16.1
0.4720        -332.2583    -332.3686       0.1103    16.1
0.4725        -332.2584    -332.3686       0.1102    16.1
0.4730        -332.2584    -332.3685       0.1101    16.1
0.4735        -332.2584    -332.3684       0.1100    16.1
0.4740        -332.2584    -332.3683       0.1099    16.0
0.4745        -332.2585    -332.3682       0.1097    16.0
0.4750        -332.2585    -332.3680       0.1096    16.0
0.4755        -332.2585    -332.3679       0.1093    16.0
0.4760        -332.2585    -332.3676       0.1091    15.9
0.4765        -332.2586    -332.3674       0.1088    15.9
0.4770        -332.2586    -332.3671       0.1085    15.8
0.4775        -332.2586    -332.3667       0.1081    15.8
0.4780        -332.2586    -332.3663       0.1077    15.7
0.4785        -332.2587    -332.3658       0.1072    15.6
0.4790        -332.2587    -332.3653       0.1066    15.6
0.4795        -332.2587    -332.3647       0.1060    15.5
0.4800        -332.2587    -332.3641       0.1053    15.4
0.4805        -332.2588    -332.3633       0.1046    15.3
0.4810        -332.2588    -332.3626       0.1038    15.1
0.4815        -332.2588    -332.3617       0.1029    15.0
0.4820        -332.2588    -332.3608       0.1019    14.9
0.4825        -332.2589    -332.3597       0.1009    14.7
0.4830        -332.2589    -332.3587       0.0998    14.6
0.4835        -332.2589    -332.3575       0.0986    14.4
0.4840        -332.2589    -332.3563       0.0973    14.2
0.4845        -332.2590    -332.3550       0.0960    14.0
0.4850        -332.2590    -332.3536       0.0946    13.8
0.4855        -332.2590    -332.3522       0.0932    13.6
0.4860        -332.2590    -332.3506       0.0916    13.4
0.4865        -332.2590    -332.3491       0.0900    13.1
0.4870        -332.2591    -332.3474       0.0884    12.9
0.4875        -332.2591    -332.3458       0.0867    12.7
0.4880        -332.2591    -332.3440       0.0849    12.4
0.4885        -332.2591    -332.3423       0.0831    12.1
0.4890        -332.2591    -332.3404       0.0813    11.9
0.4895        -332.2592    -332.3386       0.0794    11.6
0.4900        -332.2592    -332.3367       0.0775    11.3
0.4905        -332.2592    -332.3348       0.0756    11.0
0.4910        -332.2592    -332.3329       0.0737    10.8
0.4915        -332.2592    -332.3309       0.0717    10.5
0.4920        -332.2592    -332.3290       0.0698    10.2
0.4925        -332.2593    -332.3271       0.0678     9.9
0.4930        -332.2593    -332.3252       0.0659     9.6
0.4935        -332.2593    -332.3233       0.0640     9.3
0.4940        -332.2593    -332.3214       0.0621     9.1
0.4945        -332.2593    -332.3196       0.0603     8.8
0.4950        -332.2593    -332.3178       0.0585     8.5
0.4955        -332.2593    -332.3161       0.0567     8.3
0.4960        -332.2593    -332.3144       0.0550     8.0
0.4965        -332.2594    -332.3128       0.0534     7.8
0.4970        -332.2594    -332.3112       0.0519     7.6
0.4975        -332.2594    -332.3098       0.0504     7.4
0.4980        -332.2594    -332.3084       0.0491     7.2
0.4985        -332.2594    -332.3072       0.0478     7.0
0.4990        -332.2594    -332.3060       0.0466     6.8
0.4995        -332.2594    -332.3049       0.0455     6.6
0.5000        -332.2594    -332.3040       0.0446     6.5
