Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3675        -328.1497    -330.1019       1.9522   285.0
0.3680        -328.1492    -330.0922       1.9430   283.6
0.3685        -328.1498    -330.1290       1.9792   288.9
0.3690        -328.1512    -330.2035       2.0523   299.6
0.3695        -328.1527    -330.2951       2.1424   312.7
0.3700        -328.1542    -330.3794       2.2252   324.8
0.3705        -328.1551    -330.4345       2.2793   332.7
0.3710        -328.1552    -330.4472       2.2920   334.6
0.3715        -328.1543    -330.4183       2.2640   330.5
0.3720        -328.1525    -330.3645       2.2120   322.9
0.3725        -328.1507    -330.3150       2.1643   315.9
0.3730        -328.1500    -330.2980       2.1480   313.5
0.3735        -328.1509    -330.3240       2.1731   317.2
0.3740        -328.1526    -330.3797       2.2271   325.1
0.3745        -328.1540    -330.4383       2.2843   333.4
0.3750        -328.1543    -330.4778       2.3234   339.1
0.3755        -328.1538    -330.4906       2.3367   341.1
0.3760        -328.1529    -330.4827       2.3297   340.1
0.3765        -328.1523    -330.4662       2.3139   337.8
0.3770        -328.1524    -330.4495       2.2971   335.3
0.3775        -328.1531    -330.4307       2.2776   332.5
0.3780        -328.1536    -330.3998       2.2461   327.9
0.3785        -328.1534    -330.3492       2.1958   320.5
0.3790        -328.1523    -330.2827       2.1304   311.0
0.3795        -328.1509    -330.2169       2.0660   301.6
0.3800        -328.1499    -330.1736       2.0237   295.4
0.3805        -328.1501    -330.1678       2.0176   294.5
0.3810        -328.1517    -330.1966       2.0449   298.5
0.3815        -328.1538    -330.2379       2.0840   304.2
0.3820        -328.1554    -330.2601       2.1047   307.2
0.3825        -328.1557    -330.2398       2.0841   304.2
0.3830        -328.1541    -330.1754       2.0213   295.0
0.3835        -328.1519    -330.0911       1.9392   283.1
0.3840        -328.1506    -330.0204       1.8698   272.9
0.3845        -328.1507    -329.9846       1.8339   267.7
0.3850        -328.1513    -329.9844       1.8331   267.6
0.3855        -328.1515    -330.0109       1.8594   271.4
0.3860        -328.1513    -330.0599       1.9087   278.6
0.3865        -328.1515    -330.1316       1.9800   289.0
0.3870        -328.1526    -330.2191       2.0666   301.7
0.3875        -328.1539    -330.3049       2.1510   314.0
0.3880        -328.1549    -330.3667       2.2119   322.9
0.3885        -328.1550    -330.3885       2.2335   326.0
0.3890        -328.1541    -330.3674       2.2132   323.1
0.3895        -328.1524    -330.3168       2.1644   315.9
0.3900        -328.1505    -330.2630       2.1125   308.4
0.3905        -328.1491    -330.2358       2.0866   304.6
0.3910        -328.1491    -330.2559       2.1068   307.5
0.3915        -328.1506    -330.3242       2.1736   317.3
0.3920        -328.1532    -330.4176       2.2644   330.5
0.3925        -328.1558    -330.4971       2.3413   341.8
0.3930        -328.1573    -330.5237       2.3664   345.4
0.3935        -328.1568    -330.4770       2.3202   338.7
0.3940        -328.1544    -330.3672       2.2128   323.0
0.3945        -328.1513    -330.2333       2.0820   303.9
0.3950        -328.1494    -330.1231       1.9738   288.1
0.3955        -328.1496    -330.0667       1.9171   279.8
0.3960        -328.1512    -330.0620       1.9108   278.9
0.3965        -328.1528    -330.0845       1.9317   282.0
0.3970        -328.1534    -330.1082       1.9548   285.3
0.3975        -328.1533    -330.1202       1.9669   287.1
0.3980        -328.1530    -330.1190       1.9660   287.0
0.3985        -328.1528    -330.1072       1.9544   285.3
0.3990        -328.1526    -330.0870       1.9344   282.4
0.3995        -328.1521    -330.0616       1.9095   278.7
0.4000        -328.1513    -330.0386       1.8873   275.5
0.4005        -328.1504    -330.0305       1.8801   274.4
0.4010        -328.1498    -330.0510       1.9012   277.5
0.4015        -328.1499    -330.1090       1.9592   286.0
0.4020        -328.1508    -330.2035       2.0528   299.6
0.4025        -328.1523    -330.3211       2.1687   316.6
0.4030        -328.1542    -330.4377       2.2835   333.3
0.4035        -328.1555    -330.5266       2.3711   346.1
0.4040        -328.1557    -330.5696       2.4140   352.4
0.4045        -328.1547    -330.5653       2.4106   351.9
0.4050        -328.1532    -330.5292       2.3760   346.8
0.4055        -328.1520    -330.4849       2.3330   340.5
0.4060        -328.1517    -330.4519       2.3002   335.8
0.4065        -328.1524    -330.4348       2.2824   333.2
0.4070        -328.1534    -330.4230       2.2696   331.3
0.4075        -328.1539    -330.4007       2.2468   328.0
0.4080        -328.1536    -330.3591       2.2055   321.9
0.4085        -328.1527    -330.3014       2.1486   313.6
0.4090        -328.1518    -330.2395       2.0876   304.7
0.4095        -328.1513    -330.1860       2.0347   297.0
0.4100        -328.1514    -330.1479       1.9965   291.4
0.4105        -328.1518    -330.1239       1.9721   287.9
0.4110        -328.1522    -330.1077       1.9555   285.4
0.4115        -328.1522    -330.0931       1.9409   283.3
0.4120        -328.1517    -330.0800       1.9283   281.5
0.4125        -328.1509    -330.0766       1.9257   281.1
0.4130        -328.1503    -330.0961       1.9458   284.0
0.4135        -328.1507    -330.1477       1.9970   291.5
0.4140        -328.1523    -330.2260       2.0737   302.7
0.4145        -328.1543    -330.3079       2.1536   314.4
0.4150        -328.1552    -330.3658       2.2106   322.7
0.4155        -328.1543    -330.3881       2.2338   326.1
0.4160        -328.1525    -330.3887       2.2361   326.4
0.4165        -328.1514    -330.3938       2.2424   327.3
0.4170        -328.1516    -330.4212       2.2696   331.3
0.4175        -328.1528    -330.4679       2.3151   337.9
0.4180        -328.1540    -330.5155       2.3615   344.7
0.4185        -328.1545    -330.5447       2.3902   348.9
0.4190        -328.1541    -330.5465       2.3924   349.2
0.4195        -328.1532    -330.5252       2.3720   346.2
0.4200        -328.1524    -330.4931       2.3407   341.7
0.4205        -328.1524    -330.4602       2.3078   336.9
0.4210        -328.1528    -330.4266       2.2737   331.9
0.4215        -328.1532    -330.3849       2.2317   325.8
0.4220        -328.1528    -330.3296       2.1768   317.7
0.4225        -328.1517    -330.2663       2.1146   308.7
0.4230        -328.1505    -330.2115       2.0610   300.8
0.4235        -328.1502    -330.1821       2.0319   296.6
0.4240        -328.1509    -330.1828       2.0319   296.6
0.4245        -328.1522    -330.2030       2.0507   299.3
0.4250        -328.1534    -330.2237       2.0702   302.2
0.4255        -328.1541    -330.2277       2.0737   302.7
0.4260        -328.1538    -330.2073       2.0535   299.7
0.4265        -328.1526    -330.1687       2.0161   294.3
0.4270        -328.1511    -330.1321       1.9810   289.2
0.4275        -328.1503    -330.1208       1.9705   287.6
0.4280        -328.1507    -330.1474       1.9967   291.5
0.4285        -328.1518    -330.2069       2.0552   300.0
0.4290        -328.1529    -330.2826       2.1296   310.9
0.4295        -328.1538    -330.3553       2.2015   321.4
0.4300        -328.1542    -330.4106       2.2563   329.4
0.4305        -328.1542    -330.4404       2.2863   333.7
0.4310        -328.1536    -330.4448       2.2912   334.4
0.4315        -328.1528    -330.4311       2.2783   332.6
0.4320        -328.1522    -330.4111       2.2589   329.7
0.4325        -328.1521    -330.3937       2.2416   327.2
0.4330        -328.1524    -330.3796       2.2272   325.1
0.4335        -328.1524    -330.3651       2.2127   323.0
0.4340        -328.1520    -330.3495       2.1975   320.8
0.4345        -328.1515    -330.3387       2.1872   319.3
0.4350        -328.1516    -330.3388       2.1873   319.3
0.4355        -328.1523    -330.3493       2.1971   320.7
0.4360        -328.1533    -330.3603       2.2069   322.1
0.4365        -328.1542    -330.3570       2.2028   321.5
0.4370        -328.1541    -330.3293       2.1752   317.5
0.4375        -328.1530    -330.2811       2.1282   310.6
0.4380        -328.1518    -330.2301       2.0783   303.4
0.4385        -328.1515    -330.1946       2.0432   298.2
0.4390        -328.1519    -330.1811       2.0292   296.2
0.4395        -328.1527    -330.1831       2.0304   296.4
0.4400        -328.1532    -330.1887       2.0354   297.1
0.4405        -328.1535    -330.1883       2.0349   297.0
0.4410        -328.1532    -330.1778       2.0246   295.5
0.4415        -328.1527    -330.1594       2.0066   292.9
0.4420        -328.1524    -330.1392       1.9868   290.0
0.4425        -328.1525    -330.1207       1.9682   287.3
0.4430        -328.1528    -330.1012       1.9485   284.4
0.4435        -328.1526    -330.0770       1.9245   280.9
0.4440        -328.1518    -330.0505       1.8987   277.1
0.4445        -328.1508    -330.0320       1.8812   274.6
0.4450        -328.1502    -330.0360       1.8858   275.3
0.4455        -328.1503    -330.0722       1.9219   280.5
0.4460        -328.1513    -330.1388       1.9875   290.1
0.4465        -328.1529    -330.2202       2.0673   301.8
0.4470        -328.1544    -330.2924       2.1380   312.1
0.4475        -328.1552    -330.3333       2.1781   317.9
0.4480        -328.1547    -330.3329       2.1782   318.0
0.4485        -328.1533    -330.3000       2.1466   313.3
0.4490        -328.1519    -330.2567       2.1048   307.2
0.4495        -328.1512    -330.2260       2.0748   302.9
0.4500        -328.1512    -330.2200       2.0688   302.0
0.4505        -328.1515    -330.2396       2.0881   304.8
0.4510        -328.1520    -330.2801       2.1281   310.6
0.4515        -328.1530    -330.3316       2.1786   318.0
0.4520        -328.1543    -330.3770       2.2227   324.5
0.4525        -328.1550    -330.3965       2.2415   327.2
0.4530        -328.1548    -330.3779       2.2231   324.5
0.4535        -328.1539    -330.3229       2.1690   316.6
0.4540        -328.1525    -330.2455       2.0930   305.5
0.4545        -328.1512    -330.1660       2.0149   294.1
0.4550        -328.1501    -330.1049       1.9548   285.3
0.4555        -328.1496    -330.0780       1.9283   281.5
0.4560        -328.1499    -330.0923       1.9423   283.5
0.4565        -328.1511    -330.1427       1.9916   290.7
0.4570        -328.1528    -330.2116       2.0588   300.5
0.4575        -328.1546    -330.2728       2.1183   309.2
0.4580        -328.1557    -330.3000       2.1443   313.0
0.4585        -328.1556    -330.2778       2.1222   309.8
0.4590        -328.1539    -330.2111       2.0572   300.3
0.4595        -328.1514    -330.1283       1.9768   288.6
0.4600        -328.1498    -330.0681       1.9183   280.0
0.4605        -328.1501    -330.0563       1.9062   278.2
0.4610        -328.1517    -330.0899       1.9382   282.9
0.4615        -328.1533    -330.1448       1.9915   290.7
0.4620        -328.1540    -330.1962       2.0422   298.1
0.4625        -328.1540    -330.2313       2.0773   303.2
0.4630        -328.1538    -330.2477       2.0939   305.6
0.4635        -328.1535    -330.2470       2.0935   305.6
0.4640        -328.1532    -330.2330       2.0798   303.6
0.4645        -328.1526    -330.2113       2.0587   300.5
0.4650        -328.1521    -330.1896       2.0375   297.4
0.4655        -328.1516    -330.1759       2.0243   295.5
0.4660        -328.1514    -330.1766       2.0252   295.6
0.4665        -328.1515    -330.1943       2.0428   298.2
0.4670        -328.1520    -330.2269       2.0748   302.9
0.4675        -328.1527    -330.2662       2.1135   308.5
0.4680        -328.1533    -330.3018       2.1484   313.6
0.4685        -328.1536    -330.3246       2.1711   316.9
0.4690        -328.1535    -330.3319       2.1785   318.0
0.4695        -328.1533    -330.3261       2.1728   317.2
0.4700        -328.1531    -330.3109       2.1578   315.0
0.4705        -328.1528    -330.2904       2.1375   312.0
0.4710        -328.1526    -330.2694       2.1169   309.0
0.4715        -328.1525    -330.2523       2.0998   306.5
0.4720        -328.1527    -330.2399       2.0872   304.7
0.4725        -328.1527    -330.2300       2.0774   303.2
0.4730        -328.1522    -330.2238       2.0716   302.4
0.4735        -328.1518    -330.2272       2.0754   302.9
0.4740        -328.1519    -330.2449       2.0930   305.5
0.4745        -328.1526    -330.2743       2.1218   309.7
0.4750        -328.1533    -330.3051       2.1518   314.1
0.4755        -328.1538    -330.3248       2.1710   316.9
0.4760        -328.1539    -330.3245       2.1706   316.8
0.4765        -328.1535    -330.3021       2.1486   313.6
0.4770        -328.1526    -330.2635       2.1108   308.1
0.4775        -328.1514    -330.2219       2.0704   302.2
0.4780        -328.1503    -330.1960       2.0457   298.6
0.4785        -328.1499    -330.2034       2.0536   299.8
0.4790        -328.1506    -330.2504       2.0998   306.5
0.4795        -328.1523    -330.3254       2.1731   317.2
0.4800        -328.1541    -330.4026       2.2486   328.2
0.4805        -328.1550    -330.4557       2.3007   335.8
0.4810        -328.1549    -330.4703       2.3155   338.0
0.4815        -328.1538    -330.4498       2.2960   335.1
0.4820        -328.1524    -330.4116       2.2592   329.8
0.4825        -328.1516    -330.3770       2.2254   324.8
0.4830        -328.1514    -330.3604       2.2090   322.4
0.4835        -328.1514    -330.3667       2.2152   323.4
0.4840        -328.1516    -330.3957       2.2441   327.6
0.4845        -328.1521    -330.4448       2.2928   334.7
0.4850        -328.1532    -330.5050       2.3518   343.3
0.4855        -328.1547    -330.5573       2.4026   350.7
0.4860        -328.1558    -330.5783       2.4225   353.6
0.4865        -328.1556    -330.5515       2.3959   349.7
0.4870        -328.1543    -330.4783       2.3240   339.2
0.4875        -328.1523    -330.3785       2.2262   325.0
0.4880        -328.1506    -330.2819       2.1313   311.1
0.4885        -328.1499    -330.2141       2.0642   301.3
0.4890        -328.1503    -330.1857       2.0354   297.1
0.4895        -328.1513    -330.1908       2.0394   297.7
0.4900        -328.1525    -330.2130       2.0605   300.8
0.4905        -328.1533    -330.2338       2.0805   303.7
0.4910        -328.1536    -330.2400       2.0864   304.6
0.4915        -328.1532    -330.2274       2.0741   302.8
0.4920        -328.1525    -330.2011       2.0487   299.0
0.4925        -328.1515    -330.1738       2.0222   295.2
0.4930        -328.1509    -330.1605       2.0096   293.3
0.4935        -328.1509    -330.1721       2.0212   295.0
0.4940        -328.1516    -330.2094       2.0578   300.4
0.4945        -328.1523    -330.2639       2.1117   308.2
0.4950        -328.1527    -330.3257       2.1731   317.2
0.4955        -328.1529    -330.3888       2.2359   326.4
0.4960        -328.1531    -330.4496       2.2964   335.2
0.4965        -328.1536    -330.5035       2.3499   343.0
0.4970        -328.1539    -330.5440       2.3901   348.9
0.4975        -328.1539    -330.5660       2.4122   352.1
0.4980        -328.1536    -330.5685       2.4149   352.5
0.4985        -328.1531    -330.5551       2.4020   350.6
0.4990        -328.1525    -330.5328       2.3803   347.4
0.4995        -328.1522    -330.5095       2.3573   344.1
0.5000        -328.1522    -330.4895       2.3373   341.2
0.5005        -328.1524    -330.4727       2.3202   338.7
0.5010        -328.1527    -330.4553       2.3027   336.1
0.5015        -328.1527    -330.4339       2.2811   333.0
0.5020        -328.1526    -330.4071       2.2545   329.1
0.5025        -328.1524    -330.3770       2.2246   324.7
0.5030        -328.1522    -330.3473       2.1951   320.4
0.5035        -328.1522    -330.3211       2.1688   316.6
0.5040        -328.1526    -330.2984       2.1458   313.2
0.5045        -328.1531    -330.2752       2.1221   309.8
0.5050        -328.1535    -330.2443       2.0908   305.2
0.5055        -328.1533    -330.2013       2.0480   298.9
0.5060        -328.1524    -330.1514       1.9990   291.8
0.5065        -328.1516    -330.1084       1.9568   285.6
0.5070        -328.1517    -330.0835       1.9317   282.0
0.5075        -328.1525    -330.0754       1.9230   280.7
0.5080        -328.1532    -330.0729       1.9197   280.2
0.5085        -328.1534    -330.0640       1.9106   278.9
0.5090        -328.1531    -330.0444       1.8913   276.1
0.5095        -328.1526    -330.0173       1.8647   272.2
0.5100        -328.1519    -329.9904       1.8385   268.4
0.5105        -328.1515    -329.9726       1.8212   265.8
0.5110        -328.1513    -329.9707       1.8194   265.6
0.5115        -328.1516    -329.9866       1.8351   267.9
0.5120        -328.1520    -330.0166       1.8646   272.2
0.5125        -328.1525    -330.0531       1.9006   277.4
0.5130        -328.1528    -330.0888       1.9361   282.6
0.5135        -328.1528    -330.1195       1.9666   287.1
0.5140        -328.1527    -330.1448       1.9921   290.8
0.5145        -328.1523    -330.1682       2.0159   294.3
0.5150        -328.1521    -330.1955       2.0433   298.3
0.5155        -328.1524    -330.2304       2.0780   303.3
0.5160        -328.1532    -330.2697       2.1165   308.9
0.5165        -328.1537    -330.3031       2.1493   313.7
0.5170        -328.1534    -330.3237       2.1703   316.8
0.5175        -328.1526    -330.3361       2.1835   318.7
0.5180        -328.1523    -330.3509       2.1986   320.9
0.5185        -328.1529    -330.3714       2.2185   323.8
0.5190        -328.1538    -330.3880       2.2341   326.1
0.5195        -328.1542    -330.3868       2.2326   325.9
0.5200        -328.1539    -330.3608       2.2070   322.1
0.5205        -328.1532    -330.3136       2.1604   315.3
0.5210        -328.1525    -330.2547       2.1022   306.9
0.5215        -328.1521    -330.1944       2.0423   298.1
0.5220        -328.1521    -330.1389       1.9868   290.0
0.5225        -328.1523    -330.0888       1.9365   282.7
0.5230        -328.1525    -330.0409       1.8884   275.6
0.5235        -328.1523    -329.9934       1.8411   268.7
0.5240        -328.1516    -329.9509       1.7993   262.6
0.5245        -328.1511    -329.9235       1.7725   258.7
0.5250        -328.1511    -329.9195       1.7683   258.1
0.5255        -328.1518    -329.9376       1.7857   260.7
0.5260        -328.1526    -329.9679       1.8153   265.0
0.5265        -328.1529    -329.9993       1.8464   269.5
0.5270        -328.1527    -330.0273       1.8746   273.6
0.5275        -328.1522    -330.0550       1.9029   277.8
0.5280        -328.1516    -330.0912       1.9396   283.1
0.5285        -328.1514    -330.1447       1.9933   291.0
0.5290        -328.1520    -330.2176       2.0657   301.5
0.5295        -328.1530    -330.3012       2.1482   313.6
0.5300        -328.1539    -330.3795       2.2256   324.9
0.5305        -328.1541    -330.4389       2.2848   333.5
0.5310        -328.1539    -330.4743       2.3205   338.7
0.5315        -328.1535    -330.4879       2.3343   340.7
0.5320        -328.1533    -330.4841       2.3308   340.2
0.5325        -328.1530    -330.4674       2.3145   337.8
0.5330        -328.1526    -330.4427       2.2900   334.3
0.5335        -328.1524    -330.4150       2.2626   330.3
0.5340        -328.1525    -330.3877       2.2352   326.3
0.5345        -328.1528    -330.3593       2.2065   322.1
0.5350        -328.1531    -330.3248       2.1718   317.0
0.5355        -328.1528    -330.2810       2.1281   310.6
0.5360        -328.1522    -330.2313       2.0791   303.5
0.5365        -328.1515    -330.1857       2.0342   296.9
0.5370        -328.1512    -330.1548       2.0036   292.5
0.5375        -328.1516    -330.1430       1.9915   290.7
0.5380        -328.1522    -330.1460       1.9937   291.0
0.5385        -328.1528    -330.1544       2.0016   292.2
0.5390        -328.1526    -330.1621       2.0096   293.3
0.5395        -328.1520    -330.1726       2.0206   295.0
0.5400        -328.1519    -330.1940       2.0421   298.1
0.5405        -328.1526    -330.2273       2.0746   302.8
0.5410        -328.1537    -330.2611       2.1074   307.6
0.5415        -328.1540    -330.2803       2.1264   310.4
0.5420        -328.1532    -330.2799       2.1268   310.4
0.5425        -328.1519    -330.2708       2.1189   309.3
0.5430        -328.1511    -330.2710       2.1200   309.5
0.5435        -328.1514    -330.2920       2.1406   312.5
0.5440        -328.1527    -330.3282       2.1755   317.6
0.5445        -328.1542    -330.3593       2.2051   321.9
0.5450        -328.1550    -330.3623       2.2073   322.2
0.5455        -328.1546    -330.3252       2.1706   316.8
0.5460        -328.1532    -330.2539       2.1007   306.6
0.5465        -328.1514    -330.1698       2.0184   294.6
0.5470        -328.1501    -330.1000       1.9500   284.6
0.5475        -328.1498    -330.0655       1.9157   279.6
0.5480        -328.1506    -330.0712       1.9206   280.3
0.5485        -328.1521    -330.1049       1.9528   285.0
0.5490        -328.1536    -330.1441       1.9906   290.6
0.5495        -328.1543    -330.1672       2.0129   293.8
0.5500        -328.1540    -330.1639       2.0100   293.4
0.5505        -328.1528    -330.1407       1.9878   290.2
0.5510        -328.1518    -330.1149       1.9631   286.5
0.5515        -328.1512    -330.1037       1.9524   285.0
0.5520        -328.1513    -330.1160       1.9647   286.8
0.5525        -328.1517    -330.1516       1.9999   291.9
0.5530        -328.1522    -330.2040       2.0518   299.5
0.5535        -328.1528    -330.2635       2.1107   308.1
0.5540        -328.1533    -330.3194       2.1661   316.2
0.5545        -328.1536    -330.3629       2.2092   322.5
0.5550        -328.1538    -330.3884       2.2346   326.2
0.5555        -328.1539    -330.3926       2.2387   326.8
0.5560        -328.1537    -330.3743       2.2206   324.1
0.5565        -328.1529    -330.3381       2.1852   319.0
0.5570        -328.1518    -330.2957       2.1439   312.9
0.5575        -328.1510    -330.2630       2.1120   308.3
0.5580        -328.1509    -330.2519       2.1010   306.7
0.5585        -328.1516    -330.2639       2.1124   308.3
0.5590        -328.1528    -330.2886       2.1358   311.8
0.5595        -328.1541    -330.3074       2.1533   314.3
0.5600        -328.1547    -330.3020       2.1473   313.4
0.5605        -328.1541    -330.2648       2.1106   308.1
0.5610        -328.1524    -330.2064       2.0540   299.8
0.5615        -328.1506    -330.1541       2.0035   292.4
0.5620        -328.1499    -330.1362       1.9862   289.9
0.5625        -328.1510    -330.1620       2.0110   293.5
0.5630        -328.1530    -330.2154       2.0624   301.0
0.5635        -328.1543    -330.2672       2.1128   308.4
0.5640        -328.1545    -330.2956       2.1411   312.5
0.5645        -328.1538    -330.2960       2.1422   312.7
0.5650        -328.1527    -330.2783       2.1256   310.3
0.5655        -328.1517    -330.2587       2.1070   307.6
0.5660        -328.1514    -330.2516       2.1002   306.6
0.5665        -328.1518    -330.2627       2.1110   308.1
0.5670        -328.1526    -330.2864       2.1338   311.5
0.5675        -328.1535    -330.3096       2.1561   314.7
0.5680        -328.1538    -330.3193       2.1655   316.1
0.5685        -328.1537    -330.3094       2.1557   314.7
0.5690        -328.1531    -330.2820       2.1289   310.8
0.5695        -328.1524    -330.2455       2.0931   305.5
0.5700        -328.1519    -330.2107       2.0589   300.5
0.5705        -328.1519    -330.1862       2.0343   296.9
0.5710        -328.1524    -330.1728       2.0204   294.9
0.5715        -328.1529    -330.1641       2.0112   293.6
0.5720        -328.1529    -330.1533       2.0004   292.0
0.5725        -328.1523    -330.1415       1.9893   290.4
0.5730        -328.1518    -330.1381       1.9863   289.9
0.5735        -328.1521    -330.1496       1.9975   291.6
0.5740        -328.1529    -330.1719       2.0190   294.7
0.5745        -328.1536    -330.1931       2.0395   297.7
0.5750        -328.1535    -330.2042       2.0508   299.3
0.5755        -328.1527    -330.2068       2.0541   299.8
0.5760        -328.1517    -330.2121       2.0604   300.7
0.5765        -328.1511    -330.2348       2.0837   304.2
0.5770        -328.1513    -330.2843       2.1330   311.3
0.5775        -328.1526    -330.3562       2.2036   321.7
0.5780        -328.1543    -330.4309       2.2766   332.3
0.5785        -328.1552    -330.4834       2.3282   339.8
0.5790        -328.1548    -330.4993       2.3446   342.2
0.5795        -328.1533    -330.4847       2.3313   340.3
0.5800        -328.1520    -330.4599       2.3079   336.9
0.5805        -328.1515    -330.4447       2.2933   334.7
0.5810        -328.1519    -330.4470       2.2951   335.0
0.5815        -328.1528    -330.4605       2.3077   336.8
0.5820        -328.1537    -330.4714       2.3177   338.3
0.5825        -328.1543    -330.4656       2.3113   337.4
0.5830        -328.1542    -330.4348       2.2806   332.9
0.5835        -328.1532    -330.3825       2.2294   325.4
0.5840        -328.1518    -330.3253       2.1734   317.3
0.5845        -328.1512    -330.2831       2.1319   311.2
0.5850        -328.1516    -330.2663       2.1147   308.7
0.5855        -328.1526    -330.2694       2.1168   309.0
0.5860        -328.1534    -330.2784       2.1250   310.2
0.5865        -328.1536    -330.2812       2.1276   310.6
0.5870        -328.1534    -330.2731       2.1196   309.4
0.5875        -328.1529    -330.2565       2.1036   307.1
0.5880        -328.1520    -330.2401       2.0880   304.8
0.5885        -328.1515    -330.2359       2.0844   304.3
0.5890        -328.1517    -330.2514       2.0997   306.5
0.5895        -328.1525    -330.2831       2.1305   311.0
0.5900        -328.1533    -330.3181       2.1648   316.0
0.5905        -328.1534    -330.3442       2.1908   319.8
0.5910        -328.1528    -330.3594       2.2066   322.1
0.5915        -328.1520    -330.3713       2.2193   323.9
0.5920        -328.1517    -330.3907       2.2390   326.8
0.5925        -328.1520    -330.4227       2.2708   331.5
0.5930        -328.1529    -330.4626       2.3097   337.1
0.5935        -328.1539    -330.4972       2.3433   342.1
0.5940        -328.1542    -330.5131       2.3589   344.3
0.5945        -328.1536    -330.5064       2.3528   343.4
0.5950        -328.1525    -330.4873       2.3348   340.8
0.5955        -328.1517    -330.4732       2.3215   338.9
0.5960        -328.1520    -330.4756       2.3237   339.2
0.5965        -328.1530    -330.4913       2.3383   341.3
0.5970        -328.1540    -330.5054       2.3514   343.2
0.5975        -328.1544    -330.5027       2.3483   342.8
0.5980        -328.1542    -330.4761       2.3219   338.9
0.5985        -328.1536    -330.4277       2.2740   331.9
0.5990        -328.1529    -330.3654       2.2125   322.9
0.5995        -328.1523    -330.2992       2.1469   313.4
0.6000        -328.1519    -330.2381       2.0862   304.5
0.6005        -328.1516    -330.1885       2.0369   297.3
0.6010        -328.1515    -330.1543       2.0029   292.4
0.6015        -328.1514    -330.1372       1.9858   289.9
0.6020        -328.1513    -330.1383       1.9870   290.0
0.6025        -328.1514    -330.1577       2.0063   292.9
0.6030        -328.1517    -330.1933       2.0416   298.0
0.6035        -328.1523    -330.2393       2.0870   304.6
0.6040        -328.1531    -330.2863       2.1332   311.4
0.6045        -328.1538    -330.3226       2.1688   316.6
0.6050        -328.1539    -330.3388       2.1849   318.9
0.6055        -328.1533    -330.3343       2.1811   318.4
0.6060        -328.1520    -330.3206       2.1686   316.5
0.6065        -328.1509    -330.3173       2.1664   316.2
0.6070        -328.1506    -330.3419       2.1913   319.9
0.6075        -328.1514    -330.3995       2.2482   328.2
0.6080        -328.1530    -330.4781       2.3251   339.4
0.6085        -328.1549    -330.5514       2.3965   349.8
0.6090        -328.1561    -330.5902       2.4341   355.3
0.6095        -328.1559    -330.5760       2.4201   353.3
0.6100        -328.1543    -330.5114       2.3570   344.1
0.6105        -328.1522    -330.4193       2.2671   330.9
0.6110        -328.1506    -330.3315       2.1809   318.3
0.6115        -328.1500    -330.2729       2.1229   309.9
0.6120        -328.1505    -330.2526       2.1021   306.8
0.6125        -328.1513    -330.2642       2.1129   308.4
0.6130        -328.1521    -330.2939       2.1418   312.6
0.6135        -328.1527    -330.3284       2.1757   317.6
0.6140        -328.1531    -330.3577       2.2046   321.8
0.6145        -328.1532    -330.3762       2.2230   324.5
0.6150        -328.1532    -330.3820       2.2288   325.3
0.6155        -328.1530    -330.3758       2.2228   324.5
0.6160        -328.1527    -330.3614       2.2087   322.4
0.6165        -328.1523    -330.3451       2.1928   320.1
0.6170        -328.1520    -330.3343       2.1823   318.6
0.6175        -328.1520    -330.3348       2.1828   318.6
0.6180        -328.1523    -330.3468       2.1945   320.3
0.6185        -328.1529    -330.3653       2.2124   322.9
0.6190        -328.1536    -330.3814       2.2278   325.2
0.6195        -328.1541    -330.3846       2.2305   325.6
0.6200        -328.1542    -330.3669       2.2127   323.0
0.6205        -328.1538    -330.3267       2.1729   317.2
0.6210        -328.1528    -330.2706       2.1177   309.1
0.6215        -328.1518    -330.2124       2.0605   300.8
0.6220        -328.1513    -330.1665       2.0152   294.2
0.6225        -328.1516    -330.1400       1.9885   290.3
0.6230        -328.1523    -330.1286       1.9763   288.5
0.6235        -328.1531    -330.1202       1.9671   287.1
0.6240        -328.1533    -330.1029       1.9495   284.6
0.6245        -328.1528    -330.0735       1.9207   280.4
0.6250        -328.1516    -330.0407       1.8890   275.7
0.6255        -328.1506    -330.0217       1.8712   273.1
0.6260        -328.1505    -330.0322       1.8817   274.7
0.6265        -328.1517    -330.0730       1.9213   280.5
0.6270        -328.1535    -330.1265       1.9730   288.0
0.6275        -328.1547    -330.1662       2.0115   293.6
0.6280        -328.1546    -330.1737       2.0190   294.7
0.6285        -328.1534    -330.1504       1.9969   291.5
0.6290        -328.1518    -330.1151       1.9633   286.6
0.6295        -328.1506    -330.0933       1.9427   283.6
0.6300        -328.1505    -330.1029       1.9524   285.0
0.6305        -328.1514    -330.1463       1.9949   291.2
0.6310        -328.1528    -330.2096       2.0568   300.2
0.6315        -328.1540    -330.2710       2.1170   309.0
0.6320        -328.1546    -330.3110       2.1564   314.8
0.6325        -328.1545    -330.3197       2.1652   316.1
0.6330        -328.1538    -330.2985       2.1447   313.1
0.6335        -328.1530    -330.2571       2.1041   307.1
0.6340        -328.1521    -330.2085       2.0564   300.2
0.6345        -328.1513    -330.1668       2.0155   294.2
0.6350        -328.1508    -330.1446       1.9937   291.0
0.6355        -328.1510    -330.1491       1.9982   291.7
